,Player,Nation,Age,Squad,Comp,Rk,Min,Gls,Ast,xG,npxG,xA,GCA,Def_GCA,Drib_GCA,Fld_GCA,OG_GCA,PassDead_GCA,PassLive_GCA,Sh_GCA,SCA,Def_SCA,Drib_SCA,Fld_SCA,PassDead_SCA,PassLive_SCA,Sh_SCA,Blocks,Press,Succ_Press,Tkl,TklW,Int,Tkl+Int,Clr,Att_Pass,Cmp_Pass,TotPrgDist_Pass,#Prog_Pass,TotPrgDist_Carried,TotDist_Carried,Oppon_Drib,Att_Drib,Recep,Att_Recep,Live_Touches,played_two_leagues
73,Ethan Ampadu,WAL,18,RB Leipzig,Bundesliga,81,81,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,8.0,5.0,3,0,5,7.0,78.0,74.0,445.0,1.0,237.0,369.0,0.0,0.0,69.0,69.0,92.0,False
74,Opoku Ampomah,GHA,23,Düsseldorf,Bundesliga,82,500,0,0,0.9,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,1.0,0.0,11.0,1.0,4.0,90.0,21.0,10.0,6,3,13,5.0,104.0,63.0,337.0,12.0,866.0,1284.0,21.0,41.0,142.0,234.0,200.0,False
75,Sofyan Amrabat,MAR,22,Hellas Verona,Serie A,83,2919,1,1,1.9,1.1,1.6,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,75.0,3.0,5.0,4.0,0.0,63.0,0.0,43.0,594.0,171.0,63.0,42,27,90,31.0,1738.0,1525.0,6295.0,141.0,6456.0,13605.0,89.0,110.0,1454.0,1572.0,2019.0,False
76,Joachim Andersen,DEN,23,Lyon,Ligue 1,84,1531,1,0,0.9,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,22.0,107.0,34.0,18.0,10,8,26,95.0,1308.0,1192.0,7114.0,65.0,3476.0,5920.0,2.0,2.0,1123.0,1134.0,1449.0,False
77,Djavan Anderson,NED,24,Lazio,Serie A,85,167,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,24.0,5.0,1.0,1,1,2,2.0,68.0,58.0,206.0,0.0,259.0,510.0,2.0,5.0,44.0,57.0,73.0,False
78,Felipe Anderson,BRA,26,West Ham, Premier League,86,1497,1,4,2.5,2.5,3.1,8.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,58.0,1.0,5.0,3.0,2.0,44.0,3.0,21.0,370.0,104.0,45.0,30,14,59,14.0,934.0,725.0,3505.0,85.0,4573.0,7364.0,70.0,97.0,889.0,1042.0,1138.0,False
79,Sebastian Andersson,SWE,28,Union Berlin,Bundesliga,87,2682,12,1,12.2,10.7,1.5,9.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,48.0,1.0,4.0,2.0,0.0,35.0,5.0,31.0,579.0,143.0,18.0,11,6,24,40.0,795.0,495.0,1423.0,47.0,1395.0,3673.0,27.0,42.0,932.0,1710.0,1185.0,False
80,Florin Andone,ROU,26,Brighton, Premier League,88,73,1,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,2.0,2,0,2,1.0,12.0,8.0,20.0,0.0,151.0,218.0,2.0,4.0,16.0,33.0,28.0,False
81,Benjamin Andre,FRA,28,Lille,Ligue 1,89,2054,2,1,1.0,1.0,1.1,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,43.0,4.0,3.0,1.0,0.0,34.0,1.0,45.0,593.0,190.0,83.0,63,45,128,47.0,1239.0,981.0,4174.0,81.0,2235.0,5145.0,25.0,27.0,927.0,1007.0,1499.0,False
82,Lorenzo Andrenacci,ITA,24,Brescia,Serie A,90,531,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0,0,0,0.0,163.0,128.0,2624.0,0.0,131.0,205.0,0.0,0.0,26.0,26.0,101.0,False
83,Robert Andrich,GER,24,Union Berlin,Bundesliga,91,2572,1,2,1.9,1.9,2.1,6.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,79.0,2.0,4.0,5.0,5.0,54.0,9.0,39.0,639.0,158.0,78.0,46,37,115,65.0,1204.0,857.0,5438.0,136.0,2000.0,4851.0,30.0,38.0,842.0,934.0,1511.0,False
84,Victorien Angban,CIV,22,Metz,Ligue 1,92,1029,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,10.0,0.0,15.0,243.0,62.0,25.0,16,9,34,8.0,622.0,548.0,2280.0,43.0,1751.0,3461.0,18.0,21.0,502.0,537.0,698.0,False
85,Miguel Angel Guerrero,ESP,29,Leganés,La Liga,93,790,1,0,2.4,1.7,0.6,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0,3.0,0.0,14.0,0.0,5.0,129.0,28.0,1.0,1,1,2,5.0,201.0,149.0,370.0,14.0,241.0,636.0,12.0,16.0,211.0,390.0,258.0,False
86,Miguel Angel Moya,ESP,35,Real Sociedad,La Liga,94,1170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,1.0,458.0,363.0,6654.0,0.0,469.0,1002.0,2.0,2.0,218.0,218.0,357.0,False
87,Jose Angel,ESP,29,Eibar,La Liga,95,2360,1,1,0.6,0.6,2.4,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,51.0,1.0,0.0,2.0,10.0,35.0,3.0,40.0,251.0,83.0,62.0,31,27,89,102.0,1464.0,982.0,10110.0,126.0,2849.0,5389.0,20.0,24.0,812.0,864.0,1380.0,False
88,Faustino Anjorin,ENG,17,Chelsea, Premier League,98,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0,0,1,0.0,7.0,7.0,14.0,0.0,40.0,67.0,1.0,1.0,8.0,11.0,12.0,False
89,Peter Ankersen,DEN,28,Genoa,Serie A,99,1063,0,1,0.8,0.8,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,3.0,0.0,0.0,17.0,1.0,29.0,151.0,34.0,10.0,5,9,19,22.0,607.0,501.0,2996.0,36.0,1370.0,2245.0,12.0,18.0,499.0,549.0,653.0,False
90,Paco Alcacer,ESP,25,Villarreal / Dortmund,La Liga / Bundesliga,99,1454,9,2,7.0,7.0,2.6,6.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,30.0,0.0,2.0,2.0,1.0,24.0,1.0,13.0,234.0,65.0,6.0,4,4,10,11.0,342.0,265.0,558.0,16.0,527.0,1035.0,9.0,15.0,337.0,620.0,441.0,True
91,Cristian Ansaldi,ARG,32,Torino,Serie A,100,1768,4,4,1.4,1.4,3.0,8.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,58.0,3.0,5.0,2.0,4.0,42.0,2.0,28.0,271.0,92.0,44.0,27,12,56,32.0,825.0,582.0,4919.0,63.0,3409.0,6071.0,58.0,84.0,647.0,749.0,935.0,False
92,Janis Antiste,FRA,16,Toulouse,Ligue 1,101,12,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0.0,9.0,5.0,11.0,1.0,48.0,90.0,1.0,1.0,6.0,6.0,8.0,False
93,Michail Antonio,ENG,29,West Ham, Premier League,102,1768,10,3,11.7,10.9,2.7,7.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,59.0,1.0,15.0,6.0,1.0,31.0,5.0,26.0,337.0,78.0,14.0,10,8,22,9.0,507.0,325.0,1295.0,32.0,2700.0,4523.0,74.0,107.0,626.0,1134.0,810.0,False
94,Antonito,ESP,31,Valladolid,La Liga,103,1029,0,0,0.1,0.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,1.0,16.0,0.0,24.0,150.0,49.0,25.0,16,19,44,25.0,452.0,321.0,2457.0,31.0,1286.0,2088.0,8.0,16.0,305.0,355.0,478.0,False
95,Mirko Antonucci,ITA,20,Roma,Serie A,104,82,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,23.0,6.0,4.0,2,3,7,2.0,22.0,17.0,23.0,0.0,109.0,159.0,0.0,0.0,21.0,29.0,40.0,False
96,Vitorino Antunes,POR,32,Getafe,La Liga,105,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,3.0,False
97,Christopher Antwi Adjei,GHA,25,Paderborn 07,Bundesliga,106,2470,1,2,4.6,4.6,3.1,5.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,80.0,1.0,9.0,7.0,8.0,53.0,2.0,46.0,483.0,122.0,31.0,20,11,42,13.0,846.0,603.0,3401.0,64.0,4372.0,7484.0,41.0,80.0,746.0,1032.0,1044.0,False
98,Anuar,MAR,24,Valladolid,La Liga,107,189,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,37.0,7.0,4.0,4,3,7,1.0,101.0,86.0,254.0,4.0,347.0,716.0,2.0,3.0,83.0,94.0,125.0,False
99,Houssem Aouar,FRA,21,Lyon,Ligue 1,108,1956,3,4,3.7,3.7,3.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,69.0,2.0,8.0,7.0,1.0,45.0,6.0,19.0,388.0,100.0,28.0,19,11,39,12.0,1076.0,911.0,3591.0,107.0,4711.0,7662.0,72.0,104.0,1100.0,1291.0,1325.0,False
100,Adil Aouchiche,FRA,17,Paris S-G,Ligue 1,109,64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,29.0,7.0,2.0,2,0,2,0.0,31.0,24.0,57.0,1.0,49.0,133.0,3.0,3.0,29.0,36.0,40.0,False
101,Dennis Appiah,FRA,27,Nantes,Ligue 1,110,1605,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,4.0,13.0,0.0,20.0,303.0,97.0,63.0,32,15,78,65.0,964.0,744.0,5492.0,60.0,1656.0,3117.0,21.0,27.0,598.0,640.0,967.0,False
102,Mauro Arambarri,URU,23,Getafe,La Liga,111,3069,1,1,2.0,2.0,1.6,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,37.0,0.0,2.0,5.0,7.0,19.0,4.0,69.0,799.0,206.0,74.0,49,26,100,49.0,972.0,649.0,3445.0,86.0,1975.0,4738.0,32.0,43.0,613.0,722.0,1318.0,False
103,Guilherme Arana,BRA,22,Atalanta,Serie A,112,80,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,24.0,7.0,5.0,2,1,6,2.0,54.0,42.0,273.0,4.0,128.0,243.0,1.0,2.0,39.0,42.0,58.0,False
104,Charles Aranguiz,CHI,30,Leverkusen,Bundesliga,113,2118,1,3,1.4,1.4,1.8,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,43.0,1.0,0.0,2.0,1.0,38.0,0.0,38.0,531.0,197.0,55.0,31,23,78,34.0,1627.0,1397.0,7830.0,172.0,2410.0,5362.0,14.0,22.0,1350.0,1451.0,1836.0,False
105,Carles Alena,ESP,21,Barcelona / Betis,La Liga ,113,907,1,0,1.1,1.1,0.2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,11.0,175.0,32.0,22.0,12,1,23,5.0,545.0,476.0,1831.0,45.0,1424.0,2893.0,17.0,26.0,526.0,593.0,632.0,False
106,Luiz Araujo,BRA,23,Lille,Ligue 1,114,828,2,1,1.3,1.3,1.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,8.0,3.0,1.0,16.0,2.0,16.0,262.0,75.0,18.0,9,5,23,7.0,309.0,223.0,839.0,28.0,1498.0,2535.0,27.0,38.0,296.0,373.0,427.0,False
107,Nestor Araujo,MEX,27,Celta Vigo,La Liga,115,2888,1,2,0.8,0.8,0.2,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,4.0,2.0,43.0,217.0,71.0,47.0,27,38,85,205.0,1482.0,1290.0,8276.0,59.0,3729.0,7578.0,1.0,1.0,1133.0,1149.0,1763.0,False
108,Ronald Araujo,URU,20,Barcelona,La Liga,116,238,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,8.0,4.0,2,0,4,11.0,208.0,197.0,793.0,3.0,457.0,744.0,1.0,1.0,186.0,186.0,229.0,False
109,Anaitz Arbilla,ESP,32,Eibar,La Liga,117,2007,1,0,0.7,0.7,0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,3.0,15.0,2.0,38.0,162.0,57.0,33.0,20,15,48,136.0,1169.0,870.0,6949.0,83.0,2419.0,5486.0,4.0,6.0,714.0,740.0,1266.0,False
110,Santiago Arias,COL,27,Atlético Madrid,La Liga,120,1076,0,1,0.5,0.5,1.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,2.0,18.0,1.0,28.0,124.0,47.0,30.0,17,9,39,35.0,653.0,498.0,3889.0,69.0,1150.0,2106.0,5.0,7.0,449.0,488.0,667.0,False
111,Nicolo Armini,ITA,18,Lazio,Serie A,121,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0,0,1,1.0,2.0,2.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,4.0,False
112,Stuart Armstrong,SCO,27,Southampton, Premier League,122,1715,5,3,2.9,2.9,1.1,9.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,50.0,2.0,4.0,3.0,0.0,37.0,4.0,24.0,408.0,129.0,49.0,25,9,58,22.0,612.0,466.0,2375.0,60.0,2315.0,4280.0,33.0,53.0,560.0,732.0,863.0,False
113,Maximilian Arnold,GER,25,Wolfsburg,Bundesliga,125,2821,4,8,2.4,2.4,6.1,13.0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,121.0,1.0,4.0,8.0,49.0,51.0,8.0,37.0,578.0,185.0,57.0,35,23,80,45.0,1541.0,1152.0,8578.0,138.0,2847.0,5541.0,22.0,30.0,1057.0,1151.0,1598.0,False
114,Kepa Arrizabalaga,ESP,24,Chelsea, Premier League,126,2970,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0,0,1.0,1086.0,877.0,12278.0,0.0,1487.0,2610.0,0.0,0.0,646.0,646.0,882.0,False
115,Kwadwo Asamoah,GHA,30,Inter,Serie A,127,639,0,1,0.1,0.1,0.7,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,96.0,25.0,9.0,5,10,19,12.0,372.0,296.0,1500.0,29.0,1003.0,1483.0,13.0,15.0,279.0,304.0,386.0,False
116,Santiago Ascacibar,ARG,22,Hertha BSC,Bundesliga,128,634,0,1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,203.0,65.0,32.0,22,8,40,19.0,308.0,260.0,931.0,19.0,499.0,1177.0,7.0,10.0,200.0,214.0,383.0,False
117,Sergio Asenjo,ESP,30,Villarreal,La Liga,129,3060,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1.0,1039.0,742.0,12550.0,0.0,967.0,1959.0,1.0,1.0,446.0,447.0,752.0,False
118,Marco Asensio,ESP,23,Real Madrid,La Liga,130,336,3,1,1.7,1.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,0.0,8.0,1.0,2.0,34.0,11.0,5.0,4,2,7,3.0,163.0,134.0,451.0,12.0,502.0,989.0,7.0,8.0,165.0,218.0,198.0,False
119,Kristoffer Askildsen,NOR,18,Sampdoria,Serie A,131,76,1,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,12.0,1.0,2.0,1,0,2,0.0,35.0,30.0,118.0,4.0,188.0,234.0,2.0,3.0,32.0,38.0,43.0,False
120,Iago Aspas,ESP,31,Celta Vigo,La Liga,132,3262,14,3,13.8,8.5,4.1,12.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,107.0,4.0,10.0,11.0,1.0,76.0,5.0,24.0,537.0,146.0,29.0,21,19,48,6.0,1283.0,998.0,3048.0,96.0,5009.0,8804.0,67.0,97.0,1317.0,1959.0,1585.0,False
121,Roger Assale,CIV,25,Leganés,La Liga,133,531,2,1,1.7,1.7,1.1,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,5.0,0.0,13.0,0.0,6.0,70.0,18.0,3.0,1,0,3,1.0,127.0,105.0,438.0,18.0,701.0,1205.0,16.0,20.0,156.0,268.0,189.0,False
122,Miguel Atienza,ESP,0,Eibar,La Liga,134,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,4.0,1.0,1,1,2,2.0,14.0,10.0,20.0,0.0,12.0,56.0,0.0,0.0,12.0,13.0,21.0,False
123,Christian Atsu,GHA,27,Newcastle Utd, Premier League,135,749,0,3,0.2,0.2,0.9,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,23.0,1.0,2.0,1.0,2.0,17.0,0.0,28.0,243.0,47.0,12.0,9,7,19,6.0,208.0,163.0,563.0,13.0,1174.0,1971.0,21.0,40.0,215.0,321.0,323.0,False
124,Youcef Attal,ALG,23,Nice,Ligue 1,136,1003,1,1,1.5,1.5,0.6,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,1.0,9.0,3.0,0.0,18.0,1.0,24.0,195.0,53.0,29.0,17,17,46,12.0,509.0,411.0,1960.0,40.0,3389.0,4743.0,43.0,85.0,512.0,621.0,678.0,False
125,Pierre Emerick Aubameyang,GAB,30,Arsenal, Premier League,137,3136,22,3,15.8,14.3,2.9,10.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,56.0,2.0,7.0,5.0,0.0,38.0,4.0,59.0,573.0,130.0,39.0,24,9,48,16.0,888.0,612.0,2584.0,78.0,3897.0,6219.0,29.0,49.0,939.0,1528.0,1214.0,False
126,Emil Audero,ITA,22,Sampdoria,Serie A,138,3240,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1.0,1037.0,660.0,14133.0,0.0,1225.0,2314.0,1.0,1.0,395.0,397.0,727.0,False
127,Tommaso Augello,ITA,24,Sampdoria,Serie A,139,1135,0,2,0.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,1.0,2.0,0.0,2.0,35.0,0.0,19.0,97.0,17.0,15.0,13,8,23,19.0,825.0,635.0,4894.0,78.0,2624.0,4174.0,21.0,30.0,597.0,635.0,790.0,False
128,Jean Kevin Augustin,FRA,22,Monaco,Ligue 1,140,266,0,0,0.5,0.5,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,39.0,13.0,2.0,0,4,6,0.0,40.0,33.0,47.0,1.0,250.0,410.0,8.0,12.0,57.0,115.0,79.0,False
129,Ludwig Augustinsson,SWE,25,Werder Bremen,Bundesliga,141,924,0,1,0.2,0.2,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,1.0,4.0,15.0,0.0,23.0,164.0,56.0,30.0,18,8,38,35.0,534.0,387.0,2939.0,47.0,1147.0,1972.0,7.0,9.0,353.0,400.0,539.0,False
130,Serge Aurier,CIV,26,Tottenham, Premier League,142,2700,1,5,0.6,0.6,2.8,6.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,49.0,1.0,2.0,0.0,2.0,43.0,0.0,58.0,521.0,153.0,98.0,55,29,127,105.0,1654.0,1262.0,7402.0,111.0,3138.0,5619.0,46.0,73.0,1146.0,1297.0,1789.0,False
131,Mathias Autret,FRA,28,Brest,Ligue 1,143,1222,2,3,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,57.0,2.0,2.0,1.0,14.0,36.0,2.0,24.0,316.0,71.0,24.0,11,10,34,6.0,562.0,381.0,2395.0,51.0,1518.0,2803.0,12.0,27.0,474.0,635.0,644.0,False
132,Ezequiel Avila,ARG,25,Osasuna,La Liga,144,1591,9,2,7.1,7.1,2.7,7.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,50.0,2.0,7.0,7.0,0.0,29.0,5.0,17.0,342.0,92.0,19.0,16,4,23,7.0,323.0,185.0,833.0,30.0,1244.0,2361.0,19.0,33.0,395.0,840.0,554.0,False
133,Javier Aviles,ESP,21,Leganés,La Liga,145,184,1,1,0.5,0.5,0.9,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,52.0,11.0,7.0,3,1,8,2.0,71.0,48.0,392.0,3.0,421.0,697.0,4.0,7.0,70.0,92.0,103.0,False
134,Chidozie Awaziem,NGA,22,Leganés,La Liga,146,1997,0,0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,8.0,1.0,38.0,204.0,71.0,39.0,26,12,51,141.0,767.0,598.0,5236.0,57.0,1444.0,2886.0,3.0,5.0,486.0,509.0,915.0,False
135,Taiwo Awoniyi,NGA,21,Mainz 05,Bundesliga,147,483,1,0,1.9,1.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,10.0,0.0,7.0,79.0,23.0,2.0,2,2,4,1.0,102.0,74.0,345.0,5.0,592.0,946.0,11.0,18.0,129.0,223.0,175.0,False
136,Ibrahim Amadou,FRA,26,Norwich City / Leganés, Premier League / La Liga,147,1529,0,0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,268.0,68.0,37.0,16,16,53,66.0,653.0,541.0,2571.0,25.0,967.0,2043.0,5.0,7.0,506.0,547.0,805.0,True
137,Florian Aye,FRA,22,Brescia,Serie A,148,1380,0,0,3.1,3.1,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,4.0,3.0,1.0,16.0,6.0,34.0,493.0,100.0,20.0,13,2,22,19.0,308.0,219.0,556.0,16.0,852.0,1882.0,23.0,33.0,339.0,623.0,493.0,False
138,Jordan Ayew,GHA,27,Crystal Palace, Premier League,149,3148,9,2,6.5,6.5,1.9,7.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,68.0,2.0,11.0,11.0,0.0,43.0,1.0,35.0,1018.0,219.0,54.0,29,14,68,20.0,838.0,686.0,1890.0,49.0,3828.0,7695.0,78.0,117.0,956.0,1682.0,1331.0,False
139,Kaan Ayhan,TUR,24,Düsseldorf,Bundesliga,150,2731,2,3,2.5,2.5,2.3,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,3.0,0.0,0.0,0.0,27.0,1.0,34.0,266.0,100.0,51.0,33,37,88,106.0,1756.0,1472.0,12653.0,143.0,4754.0,7522.0,11.0,13.0,1362.0,1419.0,1888.0,False
140,Ramon Azeez,NGA,26,Granada,La Liga,151,1361,2,0,1.9,1.9,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.0,0.0,1.0,1.0,11.0,2.0,17.0,330.0,82.0,17.0,14,15,32,15.0,394.0,316.0,1240.0,19.0,883.0,2078.0,3.0,8.0,301.0,422.0,506.0,False
141,Cesar Azpilicueta,ESP,29,Chelsea, Premier League,152,3229,2,6,2.7,2.7,5.8,7.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,80.0,1.0,1.0,3.0,2.0,71.0,2.0,81.0,568.0,186.0,102.0,61,39,141,146.0,2838.0,2267.0,15489.0,182.0,4103.0,7188.0,17.0,24.0,2095.0,2231.0,2878.0,False
142,Ludovic Baal,GUF,33,Brest,Ligue 1,153,827,0,0,0.1,0.1,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,1.0,17.0,0.0,22.0,178.0,62.0,34.0,21,14,48,31.0,619.0,500.0,3971.0,51.0,1881.0,2834.0,19.0,27.0,427.0,448.0,650.0,False
143,Iddrisu Baba,GHA,23,Mallorca,La Liga,154,2903,0,0,0.9,0.9,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,24.0,0.0,34.0,580.0,188.0,68.0,45,23,91,71.0,1285.0,1046.0,5377.0,98.0,3026.0,6788.0,47.0,54.0,955.0,1016.0,1595.0,False
144,Khouma Babacar,SEN,26,Lecce,Serie A,155,1422,3,0,6.1,4.4,0.7,5.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,46.0,1.0,6.0,7.0,0.0,27.0,5.0,19.0,290.0,47.0,17.0,9,2,19,30.0,306.0,225.0,539.0,18.0,1261.0,2284.0,17.0,31.0,378.0,665.0,521.0,False
145,Carlos Bacca,COL,32,Villarreal,La Liga,156,688,2,1,3.1,3.1,0.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,3.0,2.0,0.0,7.0,0.0,5.0,84.0,21.0,3.0,1,1,4,5.0,133.0,101.0,125.0,5.0,319.0,664.0,7.0,11.0,149.0,267.0,193.0,False
146,Milan Badelj,CRO,30,Fiorentina,Serie A,157,1585,1,0,1.3,1.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0,2.0,3.0,2.0,36.0,0.0,35.0,318.0,87.0,36.0,26,26,62,42.0,963.0,786.0,4258.0,76.0,1583.0,3124.0,24.0,26.0,769.0,801.0,1111.0,False
