,Player,Nation,Age,Squad,Comp,Rk,Min,Gls,Ast,xG,npxG,xA,GCA,Def_GCA,Drib_GCA,Fld_GCA,OG_GCA,PassDead_GCA,PassLive_GCA,Sh_GCA,SCA,Def_SCA,Drib_SCA,Fld_SCA,PassDead_SCA,PassLive_SCA,Sh_SCA,Blocks,Press,Succ_Press,Tkl,TklW,Int,Tkl+Int,Clr,Att_Pass,Cmp_Pass,TotPrgDist_Pass,#Prog_Pass,TotPrgDist_Carried,TotDist_Carried,Oppon_Drib,Att_Drib,Recep,Att_Recep,Live_Touches,played_two_leagues
2146,Alessandro Semprini,ITA,21,Brescia,Serie A,2292,629,1,0,0.8,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,9.0,0.0,20.0,82.0,17.0,10.0,3,3,13,16.0,356.0,273.0,2428.0,38.0,884.0,1333.0,5.0,7.0,234.0,244.0,349.0,False
2147,Josep Sene,ESP,27,Mallorca,La Liga,2293,150,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,40.0,12.0,3.0,1,0,3,2.0,83.0,77.0,310.0,6.0,269.0,536.0,4.0,5.0,71.0,74.0,95.0,False
2148,Stefano Sensi,ITA,23,Inter,Serie A,2294,723,3,2,1.6,1.6,1.0,7.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,42.0,0.0,6.0,3.0,7.0,23.0,3.0,18.0,181.0,51.0,15.0,11,4,19,3.0,515.0,422.0,1865.0,51.0,1222.0,2252.0,15.0,21.0,449.0,514.0,567.0,False
2149,Luigi Sepe,ITA,28,Parma,Serie A,2295,3060,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,1.0,0,0,1,0.0,1138.0,841.0,17424.0,0.0,1500.0,2049.0,0.0,0.0,478.0,480.0,781.0,False
2150,Suat Serdar,GER,22,Schalke 04,Bundesliga,2296,1599,7,0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,1.0,5.0,3.0,0.0,23.0,1.0,38.0,413.0,131.0,64.0,46,20,84,11.0,498.0,386.0,1735.0,47.0,2355.0,4179.0,49.0,72.0,437.0,536.0,774.0,False
2151,Ryan Sessegnon,ENG,19,Tottenham, Premier League,2297,342,0,0,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,51.0,11.0,5.0,0,4,9,15.0,195.0,145.0,925.0,17.0,448.0,704.0,2.0,3.0,150.0,168.0,211.0,False
2152,Salva Sevilla,ESP,35,Mallorca,La Liga,2298,2568,5,3,3.8,1.5,3.4,5.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,95.0,0.0,1.0,4.0,37.0,49.0,4.0,25.0,346.0,92.0,31.0,20,13,44,23.0,1745.0,1446.0,8606.0,154.0,3496.0,6181.0,11.0,21.0,1204.0,1274.0,1598.0,False
2153,Yevhen Shakhov,UKR,28,Lecce,Serie A,2299,1085,1,2,0.9,0.9,2.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,31.0,3.0,1.0,2.0,1.0,23.0,1.0,15.0,285.0,72.0,34.0,22,12,46,11.0,401.0,334.0,976.0,20.0,926.0,1877.0,18.0,23.0,354.0,478.0,521.0,False
2154,Xherdan Shaqiri,SUI,27,Liverpool, Premier League,2300,185,1,0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,39.0,12.0,1.0,0,0,1,0.0,109.0,90.0,529.0,14.0,133.0,363.0,2.0,4.0,96.0,119.0,116.0,False
2155,Billy Sharp,ENG,33,Sheffield Utd, Premier League,2301,1051,3,2,2.7,2.7,2.7,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,26.0,0.0,2.0,4.0,0.0,18.0,2.0,4.0,217.0,55.0,9.0,5,1,10,1.0,222.0,162.0,484.0,15.0,721.0,1571.0,13.0,20.0,254.0,523.0,328.0,False
2156,Luke Shaw,ENG,24,Manchester Utd, Premier League,2302,1733,0,0,0.5,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,1.0,2.0,4.0,34.0,1.0,53.0,274.0,78.0,34.0,24,15,49,58.0,1296.0,1121.0,6228.0,110.0,3281.0,5488.0,25.0,33.0,956.0,1016.0,1329.0,False
2157,Khiry Shelton,USA,26,Paderborn 07,Bundesliga,2303,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,12.0,5.0,0.0,0,0,0,0.0,4.0,4.0,14.0,0.0,19.0,57.0,2.0,2.0,8.0,14.0,10.0,False
2158,Jonjo Shelvey,ENG,27,Newcastle Utd, Premier League,2304,2119,6,2,2.5,2.5,3.6,6.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,60.0,0.0,3.0,0.0,14.0,42.0,1.0,26.0,392.0,88.0,30.0,16,10,40,54.0,1091.0,790.0,6380.0,115.0,1896.0,3988.0,21.0,26.0,791.0,873.0,1163.0,False
2159,Stefan Ilsanker,AUT,30,RB Leipzig / Eint Frankfurt,Bundesliga ,2305,1256,2,1,1.6,1.6,0.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,183.0,73.0,29.0,19,14,43,71.0,902.0,764.0,5657.0,61.0,1649.0,3046.0,3.0,5.0,702.0,723.0,1029.0,False
2160,Gen Shoji,JPN,26,Toulouse,Ligue 1,2305,45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,1,2.0,42.0,38.0,347.0,10.0,240.0,290.0,0.0,0.0,36.0,36.0,44.0,False
2161,Djibril Sidibe,FRA,27,Everton, Premier League,2306,1824,0,4,0.4,0.4,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,37.0,2.0,0.0,2.0,3.0,30.0,0.0,37.0,392.0,114.0,84.0,40,32,116,50.0,1165.0,909.0,6702.0,109.0,2578.0,4617.0,16.0,26.0,791.0,884.0,1226.0,False
2162,Kalidou Sidibe,FRA,20,Toulouse,Ligue 1,2307,91,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,3.0,2,0,3,0.0,48.0,40.0,221.0,3.0,90.0,143.0,1.0,1.0,33.0,34.0,51.0,False
2163,Sidnei,BRA,29,Betis,La Liga,2308,1175,1,0,0.3,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,5.0,1.0,23.0,129.0,54.0,20.0,13,12,32,72.0,855.0,778.0,4146.0,28.0,1329.0,3458.0,8.0,9.0,672.0,684.0,945.0,False
2164,Theoson Siebatcheu,FRA,23,Rennes,Ligue 1,2309,440,0,1,1.0,1.0,0.6,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,9.0,0.0,6.0,105.0,23.0,6.0,5,1,7,3.0,103.0,78.0,154.0,4.0,220.0,517.0,6.0,6.0,113.0,186.0,165.0,False
2165,Kaj Sierhuis,NED,21,Reims,Ligue 1,2310,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0.0,4.0,4.0,40.0,2.0,7.0,10.0,0.0,0.0,5.0,6.0,5.0,False
2166,Gylfi Sigurdsson,ISL,29,Everton, Premier League,2311,2560,2,3,4.2,3.4,4.1,8.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,83.0,3.0,4.0,2.0,31.0,32.0,11.0,49.0,651.0,165.0,60.0,45,24,84,16.0,1109.0,867.0,5015.0,94.0,1452.0,3671.0,26.0,38.0,846.0,1006.0,1273.0,False
2167,Luca Siligardi,ITA,31,Parma,Serie A,2312,337,0,1,0.7,0.7,0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,73.0,19.0,7.0,3,5,12,1.0,151.0,104.0,624.0,16.0,393.0,919.0,7.0,11.0,126.0,159.0,197.0,False
2168,Adrien Silva,POR,30,Monaco,Ligue 1,2313,1221,0,2,0.5,0.5,1.4,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,32.0,1.0,3.0,0.0,6.0,22.0,0.0,26.0,349.0,116.0,38.0,28,12,50,17.0,835.0,719.0,3887.0,65.0,1522.0,2839.0,18.0,31.0,668.0,705.0,931.0,False
2169,Bernardo Silva,POR,24,Manchester City, Premier League,2316,2030,6,7,6.7,6.7,5.4,12.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,95.0,1.0,6.0,1.0,2.0,81.0,4.0,36.0,408.0,124.0,39.0,26,23,62,11.0,1451.0,1262.0,4111.0,99.0,4731.0,8100.0,45.0,64.0,1325.0,1515.0,1633.0,False
2170,David Silva,ESP,33,Manchester City, Premier League,2317,1826,6,10,6.3,6.3,5.4,20.0,3.0,1.0,1.0,0.0,1.0,13.0,1.0,112.0,4.0,8.0,5.0,1.0,88.0,6.0,21.0,302.0,96.0,26.0,16,9,35,7.0,1513.0,1319.0,4208.0,140.0,3598.0,6624.0,35.0,50.0,1404.0,1613.0,1645.0,False
2171,Gabriel Silva,BRA,28,Saint-Étienne,Ligue 1,2318,231,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,32.0,6.0,5.0,2,1,6,8.0,99.0,66.0,416.0,4.0,216.0,418.0,0.0,1.0,65.0,81.0,101.0,False
2172,Jonathan Silva,ARG,25,Leganés,La Liga,2319,2785,1,2,1.6,1.6,2.1,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,46.0,0.0,3.0,2.0,5.0,35.0,1.0,29.0,405.0,105.0,53.0,19,26,79,86.0,1365.0,942.0,9563.0,110.0,2656.0,4536.0,20.0,30.0,896.0,1026.0,1336.0,False
2173,Matheus Pereira da Silva,BRA,21,Dijon,Ligue 1,2320,465,0,0,0.6,0.6,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,4.0,14.0,2.0,13.0,130.0,35.0,12.0,4,5,17,5.0,239.0,176.0,995.0,23.0,461.0,1086.0,6.0,9.0,189.0,231.0,287.0,False
2174,Rui Silva,POR,25,Granada,La Liga,2321,3150,0,0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,0,0,0,4.0,1279.0,716.0,21313.0,0.0,1966.0,3744.0,1.0,1.0,493.0,493.0,928.0,False
2175,Thiago Silva,BRA,34,Paris S-G,Ligue 1,2322,1571,0,0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,0.0,0.0,0.0,13.0,0.0,27.0,91.0,41.0,33.0,21,14,47,71.0,1502.0,1440.0,9937.0,89.0,4022.0,6214.0,4.0,7.0,1292.0,1308.0,1631.0,False
2176,Marco Silvestri,ITA,28,Hellas Verona,Serie A,2323,3150,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0.0,991.0,450.0,13123.0,0.0,1423.0,2198.0,1.0,1.0,342.0,343.0,681.0,False
2177,Mohamed Simakan,FRA,19,Strasbourg,Ligue 1,2324,1503,0,0,0.5,0.5,0.7,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,3.0,4.0,0.0,16.0,0.0,30.0,283.0,94.0,58.0,28,24,82,55.0,860.0,689.0,5268.0,74.0,2766.0,4602.0,24.0,30.0,639.0,682.0,962.0,False
2178,Giovanni Simeone,ARG,24,Cagliari,Serie A,2325,2924,12,3,12.1,12.1,2.3,7.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,44.0,2.0,5.0,5.0,0.0,27.0,4.0,37.0,491.0,129.0,30.0,11,7,37,13.0,496.0,350.0,783.0,21.0,1861.0,4372.0,35.0,64.0,650.0,1337.0,857.0,False
2179,Moses Simon,NGA,24,Nantes,Ligue 1,2326,2177,5,5,6.8,6.8,3.6,10.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,70.0,1.0,14.0,2.0,0.0,50.0,2.0,17.0,318.0,72.0,14.0,10,9,23,10.0,663.0,490.0,2163.0,54.0,4546.0,6566.0,62.0,103.0,713.0,1076.0,924.0,False
2180,Unai Simon,ESP,22,Athletic Club,La Liga,2327,2991,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0,0,0,1.0,1107.0,650.0,20020.0,0.0,1786.0,3008.0,0.0,1.0,479.0,481.0,792.0,False
2181,Jack Simpson,ENG,22,Bournemouth, Premier League,2328,241,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,4.0,5.0,2,6,11,13.0,100.0,70.0,446.0,5.0,98.0,342.0,2.0,3.0,64.0,69.0,115.0,False
2182,Sarpreet Singh,NZL,20,Bayern Munich,Bundesliga,2329,72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,5.0,1.0,0,0,1,0.0,29.0,22.0,78.0,3.0,56.0,145.0,0.0,0.0,27.0,34.0,33.0,False
2183,Wilfried Singo,CIV,18,Torino,Serie A,2330,132,1,0,0.2,0.2,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,11.0,4.0,2.0,0,1,3,4.0,70.0,53.0,282.0,2.0,289.0,431.0,4.0,4.0,59.0,66.0,77.0,False
2184,Daley Sinkgraven,NED,24,Leverkusen,Bundesliga,2331,909,0,1,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0,1.0,14.0,0.0,15.0,135.0,51.0,24.0,16,7,31,24.0,738.0,626.0,3680.0,39.0,1414.0,2894.0,10.0,17.0,564.0,588.0,743.0,False
2185,Dimitris Siovas,GRE,30,Leganés,La Liga,2332,1918,0,0,0.9,0.9,0.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0,1.0,0.0,0.0,9.0,2.0,31.0,194.0,74.0,40.0,25,25,65,129.0,834.0,594.0,5328.0,54.0,1605.0,3064.0,9.0,12.0,476.0,506.0,968.0,False
2186,Salvatore Sirigu,ITA,32,Torino,Serie A,2333,3240,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1.0,1162.0,820.0,18001.0,0.0,1272.0,2345.0,1.0,1.0,463.0,467.0,802.0,False
2187,Ibrahima Sissoko,FRA,21,Strasbourg,Ligue 1,2334,1598,0,1,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,1.0,3.0,1.0,1.0,24.0,1.0,22.0,392.0,111.0,50.0,35,24,74,35.0,667.0,554.0,2651.0,54.0,2225.0,4066.0,17.0,27.0,565.0,654.0,872.0,False
2188,Moussa Sissoko,FRA,29,Tottenham, Premier League,2335,2452,2,1,2.4,2.4,1.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,1.0,1.0,0.0,0.0,26.0,0.0,38.0,437.0,126.0,56.0,35,22,78,48.0,1279.0,1106.0,3940.0,88.0,3748.0,6808.0,46.0,67.0,997.0,1123.0,1476.0,False
2189,Sambou Sissoko,FRA,20,Reims,Ligue 1,2336,32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0,1,1,3.0,6.0,3.0,1.0,0.0,29.0,46.0,0.0,0.0,2.0,4.0,10.0,False
2190,Pione Sisto,DEN,24,Celta Vigo,La Liga,2337,891,2,0,1.9,1.9,0.3,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,1.0,4.0,4.0,2.0,18.0,0.0,18.0,161.0,51.0,18.0,10,3,21,5.0,445.0,348.0,1104.0,20.0,1557.0,3243.0,21.0,32.0,480.0,576.0,601.0,False
2191,Antonio Sivera,ESP,22,Alavés,La Liga,2338,270,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,83.0,43.0,1621.0,0.0,161.0,261.0,0.0,0.0,24.0,24.0,47.0,False
2192,Ellyes Skhiri,TUN,24,Köln,Bundesliga,2339,2672,1,3,1.9,1.9,2.3,8.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,52.0,3.0,2.0,2.0,1.0,40.0,4.0,73.0,713.0,221.0,73.0,49,38,111,50.0,1401.0,1190.0,5436.0,124.0,2948.0,6121.0,32.0,40.0,1024.0,1124.0,1684.0,False
2193,Oliver Skipp,ENG,18,Tottenham, Premier League,2340,77,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,6.0,3.0,2,0,3,0.0,38.0,33.0,152.0,3.0,68.0,132.0,2.0,2.0,26.0,27.0,46.0,False
2194,Lukasz Skorupski,POL,28,Bologna,Serie A,2341,3330,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,1.0,0,0,1,1.0,1147.0,868.0,13674.0,0.0,1552.0,2679.0,0.0,0.0,469.0,470.0,882.0,False
2195,Andreas Skov Olsen,DEN,19,Bologna,Serie A,2342,760,1,0,1.6,1.6,0.5,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.0,1.0,1.0,2.0,3.0,12.0,2.0,14.0,215.0,47.0,13.0,7,4,17,12.0,378.0,274.0,1166.0,19.0,1622.0,2668.0,17.0,39.0,370.0,450.0,492.0,False
2196,Robert Skov,DEN,23,Hoffenheim,Bundesliga,2343,2608,4,7,3.9,3.9,4.7,11.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,89.0,1.0,7.0,4.0,32.0,38.0,7.0,45.0,292.0,93.0,47.0,30,18,65,41.0,1341.0,1005.0,6344.0,103.0,4374.0,6603.0,45.0,71.0,1048.0,1209.0,1418.0,False
2197,Simon Skrabb,FIN,24,Brescia,Serie A,2344,257,0,0,0.1,0.1,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,72.0,18.0,7.0,4,0,7,2.0,98.0,72.0,302.0,7.0,218.0,516.0,2.0,5.0,98.0,133.0,135.0,False
2198,Milan Skriniar,SVK,24,Inter,Serie A,2345,2627,0,0,0.9,0.9,0.3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,1.0,0.0,21.0,2.0,32.0,291.0,82.0,47.0,29,18,65,96.0,1997.0,1843.0,12401.0,130.0,3810.0,7059.0,10.0,11.0,1677.0,1706.0,2145.0,False
2199,Steven Skrzybski,GER,26,Düsseldorf,Bundesliga,2346,530,1,2,1.6,1.6,0.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,2.0,2.0,1.0,0.0,8.0,0.0,13.0,167.0,55.0,6.0,3,8,14,3.0,129.0,84.0,349.0,12.0,470.0,862.0,8.0,13.0,146.0,251.0,218.0,False
2200,Petar Skuletic,SRB,29,Montpellier,Ligue 1,2347,106,0,0,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,20.0,4.0,3.0,0,0,3,1.0,26.0,17.0,28.0,3.0,62.0,132.0,0.0,1.0,30.0,59.0,45.0,False
2201,Islam Slimani,ALG,31,Monaco,Ligue 1,2348,1285,9,7,10.0,9.3,4.2,12.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,53.0,1.0,5.0,1.0,0.0,42.0,4.0,7.0,208.0,54.0,10.0,7,2,12,8.0,543.0,385.0,1885.0,67.0,1045.0,2105.0,14.0,27.0,588.0,883.0,708.0,False
2202,William Smallbone,IRL,19,Southampton, Premier League,2349,393,0,2,0.3,0.3,0.3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,72.0,27.0,12.0,8,1,13,3.0,210.0,175.0,666.0,13.0,283.0,648.0,2.0,4.0,175.0,193.0,244.0,False
2203,Chris Smalling,ENG,29,Roma,Serie A,2350,2566,3,2,1.9,1.9,1.2,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,24.0,0.0,0.0,1.0,0.0,22.0,1.0,60.0,187.0,62.0,36.0,23,23,59,166.0,1440.0,1306.0,7406.0,55.0,2661.0,5537.0,7.0,9.0,1122.0,1150.0,1708.0,False
2204,Dennis Smarsch,GER,20,Hertha BSC,Bundesliga,2351,151,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,70.0,50.0,1086.0,0.0,89.0,181.0,0.0,0.0,40.0,41.0,60.0,False
2205,Adam Smith,ENG,28,Bournemouth, Premier League,2352,2055,0,1,0.6,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,2.0,0.0,16.0,0.0,56.0,406.0,111.0,52.0,30,23,75,53.0,1061.0,845.0,5077.0,68.0,3480.0,5938.0,30.0,52.0,738.0,798.0,1128.0,False
2206,Emile Smith Rowe,ENG,19,Arsenal, Premier League,2353,97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,7.0,1.0,1,1,2,3.0,36.0,30.0,65.0,0.0,180.0,281.0,1.0,1.0,39.0,47.0,50.0,False
2207,Fyodor Smolov,RUS,29,Celta Vigo,La Liga,2354,743,2,0,2.3,2.3,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,0.0,11.0,0.0,10.0,139.0,32.0,2.0,1,5,7,6.0,196.0,135.0,282.0,7.0,643.0,1227.0,12.0,23.0,222.0,355.0,282.0,False
2208,Robert Snodgrass,SCO,31,West Ham, Premier League,2355,1509,5,5,2.8,2.8,2.8,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,51.0,0.0,3.0,4.0,24.0,19.0,1.0,21.0,367.0,90.0,27.0,10,1,28,16.0,635.0,435.0,2672.0,47.0,1688.0,3374.0,16.0,27.0,501.0,664.0,707.0,False
2209,Rafa Soares,POR,24,Eibar,La Liga,2358,435,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,55.0,16.0,5.0,2,2,7,11.0,219.0,154.0,1489.0,18.0,313.0,617.0,1.0,3.0,110.0,124.0,183.0,False
2210,Lasse Sobiech,GER,28,Köln,Bundesliga,2359,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,5.0,1.0,0,2,3,11.0,39.0,26.0,134.0,1.0,55.0,98.0,0.0,0.0,17.0,20.0,51.0,False
2211,Marcel Sobottka,GER,25,Düsseldorf,Bundesliga,2360,701,0,1,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,5.0,1.0,4.0,144.0,34.0,17.0,12,9,26,11.0,230.0,187.0,714.0,12.0,337.0,777.0,4.0,6.0,173.0,201.0,294.0,False
2212,Ruben Sobrino,ESP,27,Valencia,La Liga,2361,170,1,0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,60.0,14.0,6.0,4,1,7,1.0,51.0,39.0,197.0,3.0,319.0,508.0,4.0,7.0,61.0,99.0,89.0,False
2213,Dominic Solanke,ENG,21,Bournemouth, Premier League,2362,1651,3,1,3.7,3.7,0.9,5.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,43.0,0.0,3.0,5.0,0.0,30.0,5.0,19.0,641.0,151.0,11.0,10,7,18,21.0,429.0,317.0,911.0,26.0,1842.0,3385.0,31.0,57.0,471.0,818.0,670.0,False
2214,Roberto Soldado,ESP,34,Granada,La Liga,2363,2347,7,4,4.7,3.9,3.8,8.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,43.0,2.0,0.0,8.0,0.0,33.0,0.0,16.0,364.0,98.0,16.0,7,7,23,17.0,568.0,390.0,1039.0,32.0,667.0,1698.0,16.0,26.0,555.0,1020.0,723.0,False
2215,Carlos Soler,ESP,22,Valencia,La Liga,2364,2066,2,0,1.6,1.6,1.1,6.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,33.0,0.0,0.0,4.0,3.0,25.0,1.0,30.0,430.0,112.0,28.0,17,5,33,17.0,745.0,582.0,2824.0,72.0,1580.0,3354.0,20.0,28.0,668.0,816.0,907.0,False
2216,Oumar Solet,FRA,19,Lyon,Ligue 1,2365,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1.0,5.0,4.0,34.0,0.0,6.0,22.0,0.0,0.0,4.0,4.0,7.0,False
2217,Yann Sommer,SUI,30,M'Gladbach,Bundesliga,2366,3060,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0,1,1,1.0,1545.0,1270.0,17975.0,1.0,2279.0,4638.0,1.0,1.0,899.0,901.0,1270.0,False
2218,Kevin Soni,CMR,21,Espanyol,La Liga,2367,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,1.0,5.0,0.0,4.0,8.0,0.0,1.0,4.0,8.0,4.0,False
