Player;Nation;Age;Squad;Comp;played_two_leagues;#Prog_Pass;Ast;Att_Drib;Att_Pass;Att_Recep;Blocks;Clr;Cmp_Pass;Def_GCA;Def_SCA;Drib_GCA;Drib_SCA;Fld_GCA;Fld_SCA;GCA;Gls;Int;Live_Touches;Marktvalue;Min;npxG;OG_GCA;Oppon_Drib;PassDead_SCA;PassLive_GCA;PassLive_SCA;Press;Recep;Rk;SCA;Sh_SCA;Succ_Press;Tkl;Tkl+Int;TklW;TotDist_Carried;TotPrgDist_Carried;TotPrgDist_Pass;xA;xG;PassDead_GCA;Sh_GCA
Roberto Pereyra;ARG;28;Watford;Premier League;Falsch;44;0;61;654;876;39;5;538;0;1;0;4;1;4;1;3;11;855;9000000;1648;1.7;0;28;6;0;26;340;621;1944;42;1;90;16;27;10;4696;2711;1978;1.8;2.5;0;0
Gareth Bale;WAL;30;Real Madrid;La Liga;Falsch;30;2;30;480;644;16;9;360;0;0;0;5;0;2;7;2;4;601;32000000;1089;3.5;0;19;2;6;21;105;512;175;33;3;30;10;14;7;3224;1851;1579;1.3;3.5;0;1
Jean Kevin Duverne;FRA;22;Brest;Ligue 1;Falsch;51;0;13;849;686;35;71;728;0;0;0;1;0;0;2;0;16;975;1600000;1178;0.1;1;9;0;1;9;155;679;753;11;0;58;17;33;11;4466;2427;4531;0.2;0.1;0;0
Mihailo Ristic;SRB;23;Montpellier;Ligue 1;Falsch;26;2;12;375;365;15;13;281;0;1;0;1;0;0;2;0;2;413;800000;811;0.3;0;6;0;2;15;157;286;2115;19;2;31;19;21;8;1946;1079;1958;0.4;0.3;0;0
Christian Clemens;GER;27;Köln;Bundesliga;Falsch;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;4;1400000;16;0;0;0;0;0;0;1;1;527;0;0;1;1;1;1;0;0;0;0;0;0;0
Hugo Lloris;FRA;32;Tottenham;Premier League;Falsch;0;0;1;568;222;0;1;395;0;0;0;0;0;0;0;0;0;435;14500000;1807;0;0;0;1;0;0;1;220;1431;1;0;0;0;0;0;1077;612;8616;0;0;0;0
Jan Vertonghen;BEL;32;Tottenham;Premier League;Falsch;50;1;5;1112;833;30;116;930;0;0;0;0;0;0;1;1;22;1227;14500000;1645;0.3;0;2;1;1;7;154;819;2598;8;0;51;31;53;21;4061;2044;5954;1;0.3;0;0
Jordi Masip;ESP;30;Valladolid;La Liga;Falsch;0;0;0;1054;345;0;0;540;0;0;0;0;0;0;0;0;0;656;4800000;3150;0;0;0;3;0;4;4;343;1582;7;0;0;0;0;0;2795;1789;15861;0;0;0;0
Djene;TOG;27;Getafe;La Liga;Falsch;78;0;14;933;449;24;232;683;0;1;0;0;0;0;0;0;32;1254;24000000;3060;0.2;0;12;1;0;9;274;435;701;11;0;101;51;83;28;4038;1578;5788;0.4;0.2;0;0
Antonio Rosati;ITA;36;Torino;Serie A;Falsch;0;0;0;37;14;0;0;27;0;0;0;0;0;0;0;0;0;23;200000;90;0;0;0;0;0;0;0;13;2164;0;0;0;0;0;0;84;34;604;0;0;0;0
William Troost Ekong;NGA;25;Udinese;Serie A;Falsch;48;0;4;1047;808;58;159;860;0;0;0;0;0;0;0;0;19;1288;3200000;2576;0.7;0;4;0;0;11;251;799;2540;11;0;82;35;54;19;5771;3272;7281;0.1;0.7;0;0
Fabian Balbuena;PAR;27;West Ham;Premier League;Falsch;30;0;0;487;344;27;93;361;0;0;0;0;0;0;0;1;15;635;9500000;1177;1.7;0;0;0;0;3;116;329;172;4;1;40;18;33;11;1778;978;2891;0;1.7;0;0
Domenico Criscito;ITA;32;Genoa;Serie A;Falsch;98;0;11;1250;886;53;83;964;0;0;0;0;0;1;1;8;38;1309;2400000;2053;0.3;0;10;7;1;26;310;851;584;34;0;99;69;107;44;4045;2458;7598;1.4;7.2;0;0
Corentin Tolisso;FRA;24;Bayern Munich;Bundesliga;Falsch;68;2;11;579;570;9;2;506;0;2;0;1;1;1;5;1;3;637;25500000;638;1.3;0;8;0;4;24;112;520;2495;31;3;43;11;14;8;2339;921;2584;1.8;1.3;0;0
Sebastian Rudy;GER;29;Hoffenheim;Bundesliga;Falsch;147;3;25;1533;1278;31;51;1220;1;2;0;1;0;6;9;1;19;1671;5200000;2734;1.3;0;18;16;7;62;459;1169;2176;90;3;134;76;95;53;4954;2550;7251;4.7;1.3;1;0
Joshua Zirkzee;NED;18;Bayern Munich;Bundesliga;Falsch;8;0;1;88;132;6;0;67;0;0;0;0;0;0;2;4;0;123;6300000;297;1.9;0;1;0;1;4;84;88;2718;5;1;24;5;5;2;352;152;151;0;1.9;0;1
Carles Alena;ESP;21;Barcelona / Betis;La Liga;Falsch;45;0;26;545;593;11;5;476;0;0;0;0;0;0;2;1;1;632;18000000;907;1.1;0;17;0;2;15;175;526;113;15;0;32;22;23;12;2893;1424;1831;0.2;1.1;0;0
Thomas Mangani;FRA;32;Angers;Ligue 1;Falsch;135;2;28;1366;1161;29;31;1073;0;0;0;3;0;0;2;2;11;1404;1600000;1871;1.8;0;24;24;1;50;497;1070;1530;78;1;122;34;45;23;5050;2427;7316;3.5;1.8;1;0
Reece James;ENG;19;Chelsea;Premier League;Falsch;82;2;38;1268;1044;46;39;1055;0;0;0;1;0;5;4;0;14;1300;22500000;1515;0.7;0;29;8;4;33;271;983;1180;48;1;73;42;56;23;4899;2452;5746;3.2;0.7;0;0
Jonny Evans;NIR;31;Leicester City;Premier League;Falsch;117;1;10;2372;1906;54;271;2088;0;1;0;1;1;1;4;1;39;2732;12000000;3383;2.6;0;9;0;3;17;278;1871;797;23;3;111;48;87;31;9494;5303;13768;0.6;2.6;0;0
Munir El Haddadi;ESP;23;Sevilla;La Liga;Falsch;36;2;21;454;667;12;13;348;0;0;0;3;1;5;4;5;4;628;9000000;1250;3.1;0;16;3;3;26;213;482;1048;40;3;71;27;31;19;2366;1166;1274;1.3;3.1;0;0
Aurelien Tchouameni;FRA;19;Bordeaux / Monaco;Ligue 1;Falsch;71;1;20;712;629;21;18;613;0;2;0;0;1;1;2;0;21;825;15500000;1175;0.9;0;15;0;1;14;230;588;4909;19;2;78;21;42;18;3101;1496;3390;0.1;0.9;0;0
Yuya Osako;JPN;29;Werder Bremen;Bundesliga;Falsch;64;2;45;651;1038;19;8;493;0;1;1;5;1;4;5;8;1;913;3500000;1848;6.7;0;24;1;2;48;371;718;1852;64;5;106;31;32;22;3492;1572;1952;2.5;6.7;0;1
Xavier Chavalerin;FRA;28;Reims;Ligue 1;Falsch;89;3;29;1096;881;39;41;848;0;3;0;1;0;1;4;1;29;1219;4000000;2147;0.7;0;21;21;2;31;505;807;498;57;0;150;76;105;52;3728;1673;5347;2.2;0.7;2;0
Cedric Soares;POR;27;Arsenal / Southampton;Premier League;Falsch;50;1;9;857;565;47;61;616;1;1;0;0;0;0;4;1;19;856;8000000;1555;0.6;0;5;3;2;23;353;510;4713;27;0;107;52;71;29;2801;1401;4729;1.2;0.6;1;0
Matej Vydra;CZE;27;Burnley;Premier League;Falsch;2;1;17;138;412;12;7;102;0;0;2;4;0;3;3;2;0;235;4000000;819;3.7;0;9;0;1;13;184;164;2630;21;1;47;4;4;2;753;464;177;1.1;3.7;0;0
Giulio Donati;ITA;29;Lecce;Serie A;Falsch;69;0;19;997;773;36;40;853;0;0;0;2;1;2;6;1;16;1004;800000;1760;0.5;0;8;2;3;33;182;735;713;41;2;57;32;48;25;4438;2952;6231;1.7;0.5;1;1
Pedro Bigas;ESP;28;Eibar;La Liga;Falsch;54;0;2;699;415;28;133;480;0;1;0;0;0;0;0;3;16;854;1600000;1777;1.6;0;1;0;0;8;143;398;293;9;0;48;18;34;14;2502;1172;4452;0.3;1.6;0;0
Jarrod Bowen;ENG;22;West Ham;Premier League;Falsch;18;4;33;276;352;15;5;188;0;1;0;3;0;3;5;1;16;393;16000000;917;1.7;0;17;6;3;11;174;259;347;28;4;40;19;35;13;3056;1632;1215;2.2;1.7;2;0
Ihsan Sacko;FRA;22;Nice;Ligue 1;Falsch;6;0;7;43;72;2;0;32;0;0;0;0;0;1;0;0;0;61;1600000;145;0;0;2;0;0;4;25;53;2195;5;0;7;1;1;1;453;275;137;0.3;0;0;0
Alex Martinez;ESP;28;Granada;La Liga;Falsch;1;0;0;10;5;0;0;5;0;0;0;0;0;0;0;0;0;6;725000;15;0;0;0;0;0;0;1;5;1568;0;0;0;0;0;0;46;39;62;0;0;0;0
Facundo Ferreyra;ARG;28;Espanyol;La Liga;Falsch;7;0;5;113;308;4;4;74;0;0;0;0;0;0;0;1;2;164;3200000;574;1.2;0;3;0;0;9;97;116;851;9;0;18;6;8;5;349;163;224;0.3;1.2;0;0
Goncalo Guedes;POR;22;Valencia;La Liga;Falsch;48;2;63;478;612;14;0;363;0;0;2;10;0;7;6;2;7;637;22500000;1266;1.3;0;47;0;4;28;239;500;1022;45;0;59;25;32;21;4371;2528;1400;1.6;1.3;0;0
Dante;BRA;35;Nice;Ligue 1;Falsch;87;0;10;1588;1390;47;103;1466;0;2;0;0;0;0;1;1;18;1773;800000;1890;1.2;0;10;0;0;13;166;1374;621;17;2;60;36;54;19;7269;4299;11130;0.3;1.2;0;1
Alessio Romagnoli;ITA;24;Milan;Serie A;Falsch;114;0;6;1964;1625;54;176;1806;0;0;0;1;0;2;3;1;39;2226;36000000;3091;1.6;0;4;1;3;24;301;1598;2151;30;2;102;36;75;25;7775;3765;12319;0.6;1.6;0;0
Pedro Leon;ESP;32;Eibar;La Liga;Falsch;39;2;38;717;859;30;11;416;0;2;0;4;0;1;5;1;13;819;1400000;1896;3;0;26;26;3;31;382;588;1405;67;3;102;27;40;15;3048;1397;2784;4.2;3;2;0
Ibrahim Cisse;SEN;23;Angers;Ligue 1;Falsch;1;0;4;44;43;2;0;37;0;0;0;0;0;0;0;0;0;54;475000;60;0;0;3;0;0;0;11;40;521;0;0;3;1;1;0;188;104;272;0.1;0;0;0
Ben Osborn;ENG;24;Sheffield Utd;Premier League;Falsch;12;0;6;259;239;17;10;179;0;0;0;0;0;1;4;0;3;309;2000000;594;0.3;0;3;0;3;11;163;199;1853;13;1;40;18;21;10;1017;449;738;0.8;0.3;0;1
Sebastien De Maio;FRA;32;Udinese;Serie A;Falsch;34;0;3;661;487;44;94;533;0;0;0;0;0;0;3;0;20;818;725000;1500;0.9;0;2;0;3;5;144;472;633;5;0;46;21;41;15;2762;1425;3817;0;0.9;0;0
Simon Kjaer;DEN;30;Atalanta / Milan;Serie A;Falsch;36;0;1;825;665;39;87;739;0;0;0;0;0;0;1;0;17;977;5200000;1532;0.6;0;0;0;1;2;172;654;2553;3;1;57;29;46;17;2527;1307;5459;0;0.6;0;0
Yevgen Shakhov;UKR;28;Lecce;Serie A;Falsch;20;2;23;401;478;15;11;334;0;3;0;1;1;2;7;1;12;521;1600000;1085;0.9;0;18;1;4;23;285;354;2299;31;1;72;34;46;22;1877;926;976;2;0.9;1;1
Hannes Wolf;AUT;20;RB Leipzig;Bundesliga;Falsch;3;0;1;27;41;0;0;18;0;0;0;0;0;0;0;0;0;35;11000000;58;0;0;0;0;0;2;28;27;2675;2;0;9;3;3;2;110;55;71;0;0;0;0
Emiliano Rigoni;ARG;26;Sampdoria;Serie A;Falsch;21;1;32;193;237;4;1;124;0;0;0;2;0;1;2;0;4;229;6000000;431;1.2;0;17;7;1;12;120;178;2108;24;2;25;5;9;5;1481;892;789;0.7;1.2;1;0
Romain Philippoteaux;FRA;31;Nîmes;Ligue 1;Falsch;74;2;66;626;764;28;10;446;0;0;0;5;1;5;3;5;20;805;800000;1994;2.6;0;36;7;1;34;380;555;1971;53;2;94;24;44;12;4752;3219;2555;1.4;2.6;1;0
Keven Schlotterbeck;GER;22;Union Berlin;Bundesliga;Falsch;38;0;7;795;526;70;151;645;0;0;0;0;0;1;0;0;23;1082;2800000;1939;0.4;0;6;0;0;3;253;517;2269;5;1;92;61;84;38;3432;1855;5062;0;0.4;0;0
Diego Laxalt;URU;26;Torino / Milan;Serie A;Falsch;31;1;14;416;346;25;20;309;0;0;0;0;0;0;2;0;5;463;5500000;768;0.2;0;6;2;2;12;179;302;2751;14;0;50;27;32;12;2203;1301;1824;0.6;0.2;0;0
Valon Berisha;KVX;26;Lazio / Düsseldorf;Serie A / Bundesliga;Wahr;28;1;5;408;454;16;9;336;0;0;0;0;0;3;1;0;7;487;4000000;974;0.8;0;2;4;1;12;271;359;559;19;0;93;22;29;15;1332;626;1144;0.6;0.8;0;0
Samir Ujkani;BRA;24;Udinese;Serie A;Falsch;51;0;6;755;607;29;81;657;0;0;0;0;0;0;0;1;22;892;200000;1546;0.8;0;4;1;0;9;218;581;2248;10;0;83;44;66;28;2929;1889;4664;0.4;0.8;0;0
Marcelo;BRA;32;Lyon;Ligue 1;Falsch;71;0;1;1133;918;24;112;987;0;0;0;0;0;0;0;0;17;1296;16000000;1503;0.5;0;0;1;0;7;108;905;1539;8;0;41;32;49;16;4529;2478;6567;0;0.5;0;0
William Vainqueur;FRA;30;Toulouse;Ligue 1;Falsch;46;0;35;992;880;29;31;896;0;2;0;1;0;0;3;0;24;1183;1000000;1715;0.5;0;30;0;3;22;383;811;2560;27;2;105;64;88;45;4096;1829;3225;0.5;0.5;0;0
Vincenzo Grifo;ITA;26;Hoffenheim / Freiburg;Bundesliga;Falsch;61;8;55;777;795;23;15;564;0;1;1;5;0;2;11;4;12;889;5500000;1633;2.3;1;30;21;5;37;234;655;2019;75;8;62;18;30;9;5134;2822;3693;4.6;3;4;0
Yann MVila;FRA;29;Saint-Étienne;Ligue 1;Falsch;85;2;8;1185;955;21;62;1024;0;1;0;0;0;0;2;0;28;1338;6000000;1942;0.5;0;6;0;2;18;301;911;1490;19;0;87;34;62;21;4037;1787;6355;0.9;0.5;0;0
Maximiliano Olivera;URU;27;Fiorentina;Serie A;Falsch;1;0;0;5;3;0;0;3;0;0;0;0;0;0;0;0;0;7;800000;9;0;0;0;0;0;1;4;3;1836;1;0;2;1;1;1;14;2;67;0;0;0;0
Alexis Saelemaekers;BEL;20;Milan;Serie A;Falsch;24;0;10;341;334;12;2;280;0;0;0;0;1;2;2;1;9;392;6300000;684;0.8;0;5;0;1;23;127;279;2196;26;1;34;14;23;6;1519;925;963;1.1;0.8;0;0
Miguel Mari;ESP;19;Valladolid;La Liga;Falsch;1;0;5;43;112;1;1;22;0;0;0;1;0;0;0;0;0;71;250000;232;0;0;4;0;0;2;50;55;1657;3;0;15;2;2;1;275;187;46;0.6;0;0;0
Toma Basic;CRO;22;Bordeaux;Ligue 1;Falsch;45;3;23;580;537;16;19;456;0;0;0;2;0;0;4;1;9;676;4800000;991;0.9;0;19;12;1;19;274;485;212;33;0;81;33;42;21;3050;1723;2259;2.9;0.9;3;0
Yohan Cabaye;FRA;33;Saint-Étienne;Ligue 1;Falsch;60;1;9;505;400;12;14;403;0;2;0;1;0;1;1;0;17;587;800000;858;0.6;0;7;1;1;15;249;386;403;20;0;77;37;54;26;1904;1085;2636;0.5;0.6;0;0
Marius Bulter;GER;26;Union Berlin;Bundesliga;Falsch;48;1;106;655;956;57;28;411;0;0;1;10;0;1;3;7;14;1021;2400000;2321;2.7;0;69;0;2;37;504;653;386;48;0;134;40;54;20;5330;2894;2238;3.8;2.7;0;0
Felipe Caicedo;ECU;30;Lazio;Serie A;Falsch;26;2;23;404;665;6;3;321;0;0;1;2;3;4;9;9;4;553;4800000;1406;5.2;0;15;0;5;36;235;454;415;42;0;64;27;31;24;1599;821;786;2.7;6;0;0
Martin Zubimendi;ESP;20;Real Sociedad;La Liga;Falsch;34;0;4;420;344;8;7;365;0;0;0;1;0;0;0;0;8;467;250000;594;0.1;0;3;0;0;9;140;334;2726;10;0;44;18;26;13;2099;1137;1563;0.2;0.1;0;0
Fran Beltran;ESP;20;Celta Vigo;La Liga;Falsch;38;0;26;881;857;19;21;781;0;0;0;0;0;0;0;1;11;1016;13500000;1830;1.3;0;18;4;0;23;358;751;243;29;2;110;34;45;24;4169;1673;2775;0.6;1.3;0;0
Adam Ounas;ALG;22;Nice;Ligue 1;Falsch;46;4;68;494;612;12;8;374;0;0;0;6;1;3;5;2;8;617;8000000;1123;1.8;0;43;4;4;31;198;496;1864;45;1;44;9;17;7;4011;2514;1761;2.2;1.8;0;0
David Abraham;ARG;33;Eint Frankfurt;Bundesliga;Falsch;100;0;11;896;639;32;87;742;0;0;0;0;0;0;0;2;16;1022;1200000;1688;1.4;0;11;0;0;10;200;619;7;11;1;75;30;46;22;4121;2352;6079;0.1;1.4;0;0
Troy Parrott;IRL;17;Tottenham;Premier League;Falsch;0;0;0;5;8;0;0;5;0;0;0;0;0;0;0;0;0;4;3600000;7;0;0;0;0;0;0;4;4;1899;0;0;2;0;0;0;16;1;25;0;0;0;0
Dylan Bronn;TUN;24;Metz;Ligue 1;Falsch;9;0;2;293;236;13;69;239;0;0;0;0;0;0;0;0;6;383;4000000;810;0;0;1;0;0;1;76;235;369;1;0;33;11;17;7;975;439;1772;0;0;0;0
Ricardo Pereira;POR;25;Leicester City;Premier League;Falsch;163;2;88;1875;1560;59;97;1513;0;0;0;5;1;3;9;3;41;2018;32000000;2520;1;0;63;2;8;50;563;1438;1941;60;0;176;122;163;68;8459;5878;9748;3.6;1.1;0;0
Harvey Barnes;ENG;21;Leicester City;Premier League;Falsch;87;8;78;729;1113;23;7;559;0;0;2;8;0;5;15;6;6;1016;17500000;2083;8.7;0;43;0;12;59;328;822;200;77;5;86;22;28;12;6328;4327;2048;3.5;8.7;0;1
Steven Bergwijn;NED;21;Tottenham;Premier League;Falsch;12;1;26;259;342;11;7;225;0;0;0;2;0;2;1;3;5;339;28000000;704;1.2;0;13;0;1;22;117;233;276;26;0;34;5;10;4;1852;1143;545;1;1.2;0;0
Michael Cuisance;FRA;19;Bayern Munich;Bundesliga;Falsch;13;0;18;192;200;5;2;156;0;0;0;1;1;1;3;1;1;212;8000000;307;0.6;0;12;1;2;11;87;181;593;14;0;19;5;6;3;1008;579;753;0.2;0.6;0;0
Boubacar Kamara;FRA;19;Marseille;Ligue 1;Falsch;68;2;22;1280;1034;41;95;1130;0;0;0;0;0;2;5;1;15;1499;27000000;2139;0.5;0;14;0;5;16;355;1004;1240;21;3;127;76;91;53;5443;2899;7400;0.4;0.5;0;0
Mohamed Salah;EGY;27;Liverpool;Premier League;Falsch;106;10;99;1004;1815;13;2;746;0;2;4;23;1;5;16;19;5;1349;120000000;2876;17.2;0;70;4;8;76;552;1109;2208;120;10;180;21;26;13;6404;3898;2982;7.3;19.4;2;1
Sada Thioub;SEN;24;Angers;Ligue 1;Falsch;73;2;101;696;919;20;8;555;0;0;0;6;0;1;4;1;9;894;2800000;1508;1.1;0;62;4;4;42;347;702;2476;56;3;84;21;30;15;5767;3587;2606;1.9;1.1;0;0
Gary Cahill;ENG;33;Crystal Palace;Premier League;Falsch;34;1;10;953;758;45;134;826;0;0;0;0;0;0;1;0;13;1170;4000000;2167;1.3;0;8;1;1;5;106;728;414;8;2;35;18;31;12;3753;1572;5545;0.3;1.3;0;0
Kenny Tete;NED;23;Lyon;Ligue 1;Falsch;65;1;20;842;679;21;43;684;0;0;0;1;0;1;2;0;15;860;5500000;1072;0.5;0;12;1;2;26;150;622;2469;29;0;48;37;52;25;3584;1891;4508;1.2;0.5;0;0
Enes Unal;TUR;22;Valladolid;La Liga;Falsch;44;2;42;621;1284;24;13;423;0;0;0;6;2;8;7;6;6;927;4000000;2344;6.9;1;27;0;4;39;470;712;2553;57;3;99;20;26;12;3321;1831;1583;2.7;9.2;0;0
Gen Shoji;JPN;26;Toulouse;Ligue 1;Falsch;10;0;0;42;36;0;2;38;0;0;0;0;0;0;0;0;0;44;2400000;45;0;0;0;0;0;1;1;36;2305;1;0;1;1;1;1;290;240;347;0;0;0;0
Burgui;ESP;25;Alavés;La Liga;Falsch;1;0;0;7;9;0;0;4;0;0;0;0;0;0;0;0;0;9;1200000;22;0;0;0;0;0;0;5;6;389;0;0;2;0;0;0;25;14;18;0;0;0;0
Mariano Diaz;DOM;25;Real Madrid;La Liga;Falsch;0;0;2;15;31;1;0;11;0;0;1;1;0;0;1;1;0;21;13000000;45;0.5;0;2;0;0;1;14;15;1547;2;0;3;0;0;0;92;73;26;0;0.5;0;0
David Junca;ESP;25;Celta Vigo;La Liga;Falsch;10;0;5;152;121;3;7;115;0;0;0;0;0;0;0;0;0;147;1200000;258;0;0;3;0;0;3;32;108;1221;3;0;8;4;4;3;691;475;739;0;0;0;0
Luis Suarez;URU;32;Barcelona;La Liga;Falsch;35;8;52;697;1146;13;6;529;0;1;2;13;1;3;17;16;1;887;28000000;1998;13.2;0;26;0;13;51;191;777;2415;74;6;48;3;4;2;2529;1529;1146;3.7;13.9;0;1
Nikolas Spalek;SVK;22;Brescia;Serie A;Falsch;26;1;36;446;627;23;10;304;0;0;0;0;1;3;2;2;6;619;2000000;1579;3.8;0;14;2;1;23;497;431;2381;30;2;116;21;27;14;3031;1768;1079;1.8;3.8;0;0
Junior Stanislas;ENG;29;Bournemouth;Premier League;Falsch;31;0;21;310;309;9;2;222;0;0;1;2;0;0;4;3;1;348;2000000;712;0.8;0;14;7;1;13;107;255;2392;24;2;34;10;11;6;1781;978;1365;0.8;1.6;0;2
Zinedine Ould Khaled;FRA;19;Angers;Ligue 1;Falsch;0;0;1;25;22;3;2;22;0;0;0;0;0;0;0;0;3;38;150000;59;0;0;1;0;0;0;24;22;1863;0;0;5;1;4;1;161;65;49;0;0;0;0
Emiliano Martinez;ARG;26;Arsenal;Premier League;Falsch;0;0;0;293;135;0;0;212;0;0;0;0;0;0;0;0;0;226;2800000;771;0;0;0;0;0;0;1;135;1569;0;0;0;0;0;0;589;303;3162;0;0;0;0
Antonio Sanabria;PAR;23;Genoa;Serie A;Falsch;16;2;34;379;698;14;13;290;1;3;1;5;1;3;6;6;3;547;6500000;1387;3.7;0;26;0;3;25;308;427;2224;38;2;80;13;16;10;3030;1216;664;1.9;3.7;0;0
Hiangaa MBock;FRA;19;Brest;Ligue 1;Falsch;3;0;2;82;70;2;8;73;0;0;0;0;0;0;0;1;2;105;725000;141;0.1;0;2;0;0;1;26;65;1520;1;0;12;0;2;0;461;217;248;0.1;0.1;0;0
Jeffrey Schlupp;GHA;26;Crystal Palace;Premier League;Falsch;28;1;23;342;402;25;15;256;0;0;0;1;0;2;2;3;7;476;9500000;1036;1.7;0;14;0;2;9;149;321;2271;13;1;36;20;27;6;1874;1138;1286;1.1;1.7;0;0
Rodrigo;ESP;28;Valencia;La Liga;Falsch;52;7;41;632;1047;14;16;479;0;0;1;1;2;4;12;4;7;832;40000000;1880;5.7;0;22;0;9;38;327;699;2133;44;1;94;11;18;7;4214;2054;1685;4.4;5.7;0;0
Houssem Aouar;FRA;21;Lyon;Ligue 1;Falsch;107;4;104;1076;1291;19;12;911;0;2;0;8;0;7;10;3;11;1325;49500000;1956;3.7;0;72;1;9;45;388;1100;108;69;6;100;28;39;19;7662;4711;3591;3;3.7;0;1
Alberto Grassi;ITA;24;Parma;Serie A;Falsch;15;1;9;256;240;16;9;217;0;0;0;0;1;1;2;1;16;334;5500000;641;0.4;0;5;0;1;8;109;210;1000;10;1;35;10;26;7;1068;550;1087;0.2;0.4;0;0
Percy Prado;PER;23;Nantes;Ligue 1;Falsch;5;0;0;106;65;0;9;84;0;0;0;0;0;0;0;0;1;98;300000;185;0;0;0;0;0;1;42;61;2019;1;0;11;6;7;3;204;105;809;0;0;0;0
Vincenzo Millico;ITA;18;Torino;Serie A;Falsch;5;0;9;85;107;4;2;60;0;0;0;1;0;0;0;0;0;104;1800000;216;0.2;0;7;0;0;5;42;90;1665;6;0;9;1;1;1;926;555;266;0.3;0.2;0;0
Federico Chiesa;ITA;21;Fiorentina;Serie A;Falsch;92;6;93;833;1266;27;8;609;1;3;1;12;2;14;15;11;5;1164;48000000;2637;9.8;1;64;2;8;67;656;872;506;108;9;150;49;54;30;7309;4826;3230;5.5;11.3;0;2
Toni Lato;ESP;21;Osasuna;La Liga;Falsch;12;0;11;256;158;13;16;168;0;0;0;0;0;0;1;1;4;259;1600000;470;0.3;0;10;0;1;7;111;137;1371;7;0;32;20;24;12;753;385;1175;0.3;0.3;0;0
Nemanja Maksimovic;SRB;24;Getafe;La Liga;Falsch;47;0;14;730;552;47;56;534;0;0;0;0;0;3;3;2;40;925;20000000;2895;3.1;0;10;2;3;29;698;396;1512;37;3;206;53;93;34;2222;1007;2048;0.9;3.1;0;0
Mattia Zaccagni;ITA;24;Hellas Verona;Serie A;Falsch;83;5;103;790;1144;32;13;572;1;1;1;5;3;6;14;2;10;1055;5500000;2114;3.5;1;69;1;8;52;365;807;2695;69;3;103;19;29;12;6870;3946;2535;3;3.5;0;0
James McCarthy;IRL;28;Crystal Palace;Premier League;Falsch;54;0;11;818;606;35;19;630;0;0;0;0;0;0;3;0;14;948;2800000;1680;0.4;0;9;13;1;14;419;539;1611;28;1;125;77;91;42;2437;894;3516;0.8;0.4;2;0
Chris Basham;ENG;31;Sheffield Utd;Premier League;Falsch;60;1;32;1461;989;57;264;1084;0;0;0;2;0;1;2;0;40;1788;2400000;3242;0.5;0;27;0;2;22;410;905;211;25;0;133;84;124;50;5331;2922;6633;1;0.5;0;0
Philipp Lienhart;AUT;23;Freiburg;Bundesliga;Falsch;46;1;3;1024;862;29;126;891;0;0;0;0;0;1;2;0;19;1202;9000000;1817;1;0;3;0;2;6;103;850;1416;8;1;32;19;38;8;6506;3514;5647;0.7;1;0;0
Ander Guevara;ESP;22;Real Sociedad;La Liga;Falsch;42;0;12;680;558;13;28;585;0;0;0;0;0;0;0;0;7;769;6000000;939;0;0;10;1;0;15;216;535;1026;16;0;62;30;37;18;3003;1682;2723;0.4;0;0;0
Assane Diousse;SEN;21;Saint-Étienne;Ligue 1;Falsch;5;0;2;51;41;3;2;39;0;0;0;0;0;0;1;0;1;64;2400000;120;0.1;0;2;0;1;2;24;35;698;2;0;3;1;2;1;233;122;213;0.1;0.1;0;0
Luca Pellegrini;ITA;20;Cagliari;Serie A;Falsch;69;5;50;1093;856;26;52;794;0;0;0;6;1;2;8;0;17;1130;13500000;1908;0.6;0;33;3;7;36;253;784;1929;48;1;84;38;55;27;5793;3613;6620;2.4;0.6;0;0
Miguel Atienza;ESP;0;Eibar;La Liga;Falsch;0;0;0;14;13;2;2;10;0;0;0;0;0;0;0;0;1;21;150000;30;0;0;0;0;0;0;15;12;134;1;1;4;1;2;1;56;12;20;0;0;0;0
Philipp Max;GER;25;Augsburg;Bundesliga;Falsch;104;6;10;1426;965;41;62;958;0;0;0;0;0;2;8;8;21;1238;13500000;2706;3.2;0;8;36;4;43;395;808;1596;85;4;127;38;59;25;4958;2661;9345;5.3;4;2;2
Daniele Baselli;ITA;27;Torino;Serie A;Falsch;57;2;20;724;533;32;31;584;0;1;0;0;0;0;2;0;15;802;7500000;1278;0.7;0;13;10;1;18;329;482;210;29;0;87;48;63;32;2984;1421;3008;1;0.7;1;0
Mahdi Camara;FRA;21;Saint-Étienne;Ligue 1;Falsch;23;0;14;463;448;24;10;388;0;1;0;0;0;1;3;0;13;581;1000000;901;0.3;0;11;0;3;7;266;399;428;9;0;63;40;53;24;2811;1160;1033;0.1;0.3;0;0
Leon Dajaku;GER;18;Bayern Munich;Bundesliga;Falsch;0;0;0;6;4;0;0;5;0;0;0;0;0;0;0;0;1;6;2300000;12;0;0;0;0;0;0;4;2;613;0;0;1;0;1;0;42;27;6;0;0;0;0
Joao Cancelo;POR;25;Manchester City;Premier League;Falsch;88;0;63;1147;970;12;27;1008;0;1;0;6;1;2;2;0;16;1195;36000000;1208;0.5;0;49;1;1;32;174;931;440;44;2;59;44;60;26;4996;2718;5054;1.7;0.5;0;0
