Player;Nation;Age;Squad;Comp;played_two_leagues;#Prog_Pass;Ast;Att_Drib;Att_Pass;Att_Recep;Blocks;Clr;Cmp_Pass;Def_GCA;Def_SCA;Drib_GCA;Drib_SCA;Fld_GCA;Fld_SCA;GCA;Gls;Int;Live_Touches;Marktvalue;Min;npxG;OG_GCA;Oppon_Drib;PassDead_SCA;PassLive_GCA;PassLive_SCA;Press;Recep;Rk;SCA;Sh_SCA;Succ_Press;Tkl;Tkl+Int;TklW;TotDist_Carried;TotPrgDist_Carried;TotPrgDist_Pass;xA;xG;PassDead_GCA;Sh_GCA
Gaetan Paquiez;FRA;25;Nîmes;Ligue 1;Falsch;62;0;21;768;458;32;63;546;0;0;0;0;0;0;1;0;18;766;800000;1530;0.2;0;14;1;1;10;298;407;1892;11;0;91;52;70;32;2139;1322;4602;0.3;0.2;0;0
John Fleck;SCO;27;Sheffield Utd;Premier League;Falsch;96;2;62;1164;1004;44;24;854;0;2;1;5;0;0;5;5;20;1277;6500000;2516;3.6;0;48;16;4;48;551;870;857;73;2;146;38;58;24;4846;2795;4966;3.3;3.6;0;0
Erik Thommy;GER;24;Düsseldorf;Bundesliga;Falsch;63;4;69;910;1061;41;20;645;0;1;2;13;1;12;9;6;20;1123;4500000;2259;3.6;0;49;17;3;42;480;816;2481;89;4;144;39;59;27;6990;4403;3488;3.9;3.6;3;0
Moi Gomez;ESP;25;Villarreal;La Liga;Falsch;79;4;48;1135;1300;51;19;921;0;0;1;3;2;4;11;5;20;1389;4800000;2319;3.1;0;26;2;7;47;426;1070;977;61;5;117;28;48;16;6108;3018;3848;3;3.1;0;1
Moses Simon;NGA;24;Nantes;Ligue 1;Falsch;54;5;103;663;1076;17;10;490;0;1;3;14;0;2;10;5;9;924;6500000;2177;6.8;1;62;0;6;50;318;713;2326;70;2;72;14;23;10;6566;4546;2163;3.6;6.8;0;0
Nicolo Armini;ITA;18;Lazio;Serie A;Falsch;0;0;0;2;2;0;1;2;0;0;0;0;0;0;0;0;0;4;200000;3;0;0;0;0;0;0;5;2;121;0;0;1;1;1;0;7;0;6;0;0;0;0
Oumar Niasse;SEN;29;Everton;Premier League;Falsch;0;0;1;5;17;2;0;3;0;0;0;0;0;0;0;0;0;18;3200000;22;0;0;1;0;0;0;9;11;1791;0;0;1;4;4;1;57;29;0;0;0;0;0
Pau Lopez;ESP;24;Roma;Serie A;Falsch;1;0;0;1056;526;0;2;831;0;0;0;0;0;0;0;0;0;831;19000000;2880;0;0;0;0;0;2;13;523;1456;2;0;3;0;0;0;2454;1250;13712;0;0;0;0
Marco Calderoni;ITA;30;Lecce;Serie A;Falsch;80;2;18;1122;896;60;48;829;0;1;0;1;0;1;5;3;28;1144;800000;2064;0.7;0;12;8;3;26;347;805;420;39;2;87;45;73;30;4060;2227;6224;2.1;0.7;1;1
Christophe Jallet;FRA;35;Amiens;Ligue 1;Falsch;55;1;8;556;370;23;34;433;0;0;0;0;0;0;1;1;13;530;250000;855;0.2;0;6;3;1;9;176;340;1177;12;0;49;28;41;15;1486;870;3720;0.7;0.2;0;0
Weston McKennie;USA;20;Schalke 04;Bundesliga;Falsch;80;0;44;1056;989;47;70;848;0;2;1;6;0;1;2;3;32;1306;20000000;2074;2.5;0;28;0;1;33;492;842;1615;50;8;148;53;85;35;4929;2854;4003;2.1;2.5;0;0
Ben Zolinski;GER;27;Paderborn 07;Bundesliga;Falsch;27;2;19;364;576;19;5;274;0;2;0;1;0;1;2;3;5;498;725000;1210;2.7;0;10;0;2;22;378;365;2722;27;1;76;16;21;6;1595;870;1156;1.9;2.9;0;0
Santiago Arias;COL;27;Atlético Madrid;La Liga;Falsch;69;1;7;653;488;28;35;498;0;0;0;0;0;0;2;0;9;667;12000000;1076;0.5;0;5;2;2;18;124;449;120;21;1;47;30;39;17;2106;1150;3889;1.1;0.5;0;0
Moussa Niakhate;FRA;23;Mainz 05;Bundesliga;Falsch;100;2;11;1450;1106;54;215;1177;0;0;0;0;0;1;3;1;31;1763;11000000;2970;1;0;4;2;3;21;373;1081;1787;25;1;122;56;87;41;7501;4456;9847;1;1;0;0
Marlon Ritter;GER;24;Paderborn 07;Bundesliga;Falsch;20;1;4;203;179;15;4;135;0;0;0;1;0;0;3;0;7;233;400000;435;0.3;0;2;4;2;11;71;153;2117;17;1;15;9;16;3;782;421;1104;1.4;0.3;0;1
Lorenzo Insigne;ITA;28;Napoli;Serie A;Falsch;144;6;114;1784;2031;28;3;1450;0;2;0;10;0;1;15;8;23;2050;48000000;2810;9.1;0;71;12;7;110;423;1723;1160;151;16;122;31;54;23;10824;6943;5561;7.1;12.9;2;6
Diego Demme;GER;27;RB Leipzig / Napoli;Bundesliga / Serie A;Wahr;131;0;25;1858;1721;37;38;1648;0;1;0;0;0;1;3;1;16;2040;13500000;2113;0.7;0;17;1;3;48;505;1634;1309;51;0;154;66;82;41;7403;3686;6627;1.5;0.7;0;0
Pablo;BRA;28;Bordeaux;Ligue 1;Falsch;39;0;7;1488;1220;41;157;1306;0;0;0;0;0;0;0;4;30;1738;8000000;2173;1.6;0;6;0;0;8;164;1197;1871;8;0;55;36;66;24;5606;2914;8601;0.1;1.6;0;0
Kevin Trapp;GER;29;Eint Frankfurt;Bundesliga;Falsch;1;0;0;939;515;0;2;701;0;0;0;0;0;0;0;0;0;776;8000000;1980;0;0;0;0;0;3;4;514;2531;3;0;2;0;0;0;2693;1529;13843;0;0;0;0
Ben Godfrey;ENG;21;Norwich City;Premier League;Falsch;61;0;14;1606;1324;47;173;1413;0;0;0;0;0;0;1;0;17;1861;11500000;2644;0.8;0;7;0;1;8;234;1305;964;11;3;77;34;51;22;7674;3896;8598;0.1;0.8;0;0
Rune Jarstein;NOR;34;Hertha BSC;Bundesliga;Falsch;0;0;1;1007;433;0;1;658;0;0;0;0;0;0;0;0;0;770;800000;2547;0;0;1;4;0;3;2;432;1187;7;0;0;0;0;0;3207;1800;17225;0.2;0;0;0
Uwe Hunemeier;GER;33;Paderborn 07;Bundesliga;Falsch;63;0;2;803;642;34;91;698;0;1;0;0;0;0;0;1;15;934;325000;1209;0.7;0;2;0;0;12;129;625;1125;14;1;53;24;39;19;3742;2295;5885;0.2;1.4;0;0
Jean Clair Todibo;FRA;19;Barcelona / Schalke 04;La Liga / Bundesliga;Wahr;23;0;11;323;258;8;29;282;0;0;0;0;0;0;0;0;10;389;9000000;442;0.2;0;9;0;0;2;82;254;4983;2;0;32;16;26;11;2014;1093;1841;0.1;0.2;0;0
Matt Ritchie;SCO;29;Newcastle Utd;Premier League;Falsch;47;1;16;691;555;27;36;474;0;0;0;0;0;1;2;2;17;697;9500000;1315;0.8;0;12;25;2;17;208;461;2116;44;1;49;24;41;17;2828;1380;3687;2.3;1.6;0;0
Dominick Drexler;GER;29;Köln;Bundesliga;Falsch;62;4;40;664;716;26;16;486;0;2;0;3;1;3;6;3;22;830;3200000;1587;2.4;0;23;4;5;45;385;556;731;58;1;113;31;53;19;4063;2001;2825;3.4;2.4;0;0
Giuseppe Pezzella;ITA;21;Udinese / Parma;Serie A;Falsch;35;0;19;536;419;30;37;400;0;0;0;0;0;2;1;0;4;558;2400000;1029;0.1;0;13;3;0;13;154;385;3937;18;0;48;17;21;6;2636;1699;2573;0.2;0.1;1;0
Daniele Gastaldello;ITA;36;Brescia;Serie A;Falsch;6;0;1;145;100;15;30;123;0;0;0;0;0;0;0;0;1;190;300000;389;0;0;1;0;0;0;42;97;930;1;1;16;9;10;8;598;350;882;0;0;0;0
Davide Riccardi;ITA;23;Lecce;Serie A;Falsch;1;0;0;3;2;0;1;2;0;0;0;0;0;0;0;0;0;4;150000;20;0;0;0;0;0;0;2;2;2100;0;0;0;0;0;0;8;0;50;0;0;0;0
Gabriel Silva;BRA;28;Saint-Étienne;Ligue 1;Falsch;4;0;1;99;81;8;8;66;0;0;0;0;0;0;0;0;1;101;1600000;231;0;0;0;0;0;1;32;65;2318;1;0;6;5;6;2;418;216;416;0;0;0;0
Oier Sanjurjo;ESP;33;Osasuna;La Liga;Falsch;101;1;11;1009;660;50;71;734;0;1;0;0;0;3;2;2;17;1267;950000;2320;2;0;7;0;2;32;510;593;2241;36;0;164;69;86;41;2937;1507;4352;1;2;0;0
Paolo Farago;ITA;26;Cagliari;Serie A;Falsch;59;1;16;882;697;37;69;688;1;1;0;0;0;1;4;1;7;943;4000000;1343;1.5;0;12;4;3;21;251;635;817;27;0;71;48;55;29;3743;2310;4583;0.7;1.5;0;0
Clement Vidal;FRA;19;Montpellier;Ligue 1;Falsch;3;0;0;45;29;5;5;37;0;0;0;0;0;0;0;0;0;52;450000;90;0;0;0;0;0;0;14;29;2606;0;0;2;0;0;0;122;53;328;0;0;0;0
Lewis Cook;ENG;22;Bournemouth;Premier League;Falsch;65;0;43;719;654;20;15;560;0;0;0;1;1;2;4;0;13;844;16000000;1352;0.3;0;36;2;2;24;375;590;550;32;3;71;27;40;16;3350;1481;3293;1;0.3;0;1
Jose Gimenez;URU;24;Atlético Madrid;La Liga;Falsch;43;0;1;853;635;25;122;753;0;0;0;0;0;1;0;0;9;987;56000000;1755;0.5;0;1;0;0;8;98;622;1546;9;0;31;24;33;11;2920;1625;5684;0;0.5;0;0
Jasper Cillessen;NED;30;Valencia;La Liga;Falsch;0;1;0;759;290;0;1;474;0;0;0;0;0;0;1;0;0;547;14500000;2096;0;0;0;1;1;2;1;288;519;3;0;1;0;0;0;1662;1117;9803;0.1;0;0;0
Jacopo Da Riva;ITA;18;Atalanta;Serie A;Falsch;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;2;200000;1;0;0;0;0;0;1;4;2;606;1;0;0;0;0;0;7;4;9;0;0;0;0
Leopold Zingerle;GER;25;Paderborn 07;Bundesliga;Falsch;1;0;0;1217;691;1;0;1004;0;0;0;0;0;0;0;0;0;1003;1200000;2520;0;0;0;1;0;1;8;686;2717;2;0;2;1;1;1;3657;1664;13283;0;0;0;0
Thomas Basila;FRA;20;Nantes;Ligue 1;Falsch;8;0;1;249;182;3;27;208;0;0;0;0;0;0;0;0;1;267;1800000;415;0;0;1;0;0;1;28;176;213;1;0;12;6;7;1;637;246;1411;0.1;0;0;0
Samuel Umtiti;FRA;25;Barcelona;La Liga;Falsch;42;0;6;808;676;3;47;749;0;0;0;0;0;0;2;0;13;868;32000000;949;0;0;4;0;2;5;95;666;2552;5;0;41;15;28;9;4131;2417;4444;0;0;0;0
Toni Moya;ESP;21;Atlético Madrid;La Liga;Falsch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300000;4;0;0;0;0;0;0;0;0;1723;0;0;0;0;0;0;0;0;0;0;0;0;0
Andreas Christensen;DEN;23;Chelsea;Premier League;Falsch;47;0;2;1258;1068;22;104;1166;0;0;0;0;0;0;1;0;15;1417;24000000;1751;0.7;0;2;0;1;10;156;1056;513;11;1;57;41;56;20;6115;3330;6431;1;0.7;0;0
Vinicius Junior;BRA;19;Real Madrid;La Liga;Falsch;36;1;109;544;809;19;0;421;0;0;1;10;1;2;6;3;3;762;45000000;1364;4.3;0;58;0;4;37;299;617;1224;54;5;88;27;30;17;5890;4460;1184;2.4;4.3;0;0
Enis Bardhi;MKD;24;Levante;La Liga;Falsch;86;2;59;853;995;25;17;625;1;2;2;7;1;3;10;7;15;1061;12000000;2114;4.6;0;40;11;4;40;405;793;191;68;5;93;34;49;27;4684;2715;3265;1.9;4.6;0;2
Manu Sanchez;ESP;18;Atlético Madrid;La Liga;Falsch;12;0;11;173;123;4;6;135;0;0;0;0;0;0;0;0;2;176;2700000;325;0;0;4;0;0;7;69;109;2233;7;0;19;14;16;6;859;477;645;0.3;0;0;0
Fabian Delph;ENG;29;Everton;Premier League;Falsch;62;0;24;778;635;22;19;676;0;1;0;0;0;0;2;0;13;882;12000000;1190;0.1;0;20;0;2;16;189;613;649;18;1;55;29;42;11;3264;1512;3544;0.3;0.1;0;0
Birger Verstraete;BEL;25;Köln;Bundesliga;Falsch;21;1;6;270;190;10;16;196;0;0;0;0;0;0;1;0;2;299;3200000;665;0.3;0;3;9;0;8;198;165;2597;17;0;51;21;23;12;1233;521;1405;0.6;0.3;1;0
Ederson;BRA;25;Manchester City;Premier League;Falsch;0;0;0;1063;668;0;2;927;0;0;0;0;0;0;1;0;0;950;56000000;3071;0;0;0;0;1;4;7;665;759;4;0;2;1;1;1;3209;2145;13253;0.1;0;0;0
Tomas Pina;ESP;31;Alavés;La Liga;Falsch;42;0;10;525;401;18;51;419;0;0;0;0;1;1;1;1;11;662;2000000;1344;0.9;0;10;0;0;9;231;361;1983;10;0;63;34;45;21;1605;567;1941;0.5;0.9;0;0
Efthymios Koulouris;GRE;23;Toulouse;Ligue 1;Falsch;20;2;19;496;829;15;9;362;0;1;0;0;0;2;4;4;4;638;2400000;1541;4.6;0;10;0;4;28;219;505;1312;32;1;48;10;14;6;1821;763;776;1.2;4.6;0;0
Youssouf Kone;MLI;24;Lyon;Ligue 1;Falsch;49;0;26;648;529;8;22;561;0;0;0;1;0;0;0;0;6;648;6500000;818;0;0;19;1;0;14;81;512;1302;16;0;23;24;30;15;2636;1617;3344;0.6;0;0;0
Luka Modric;CRO;33;Real Madrid;La Liga;Falsch;122;7;64;1478;1481;22;11;1278;0;1;0;5;3;3;16;3;15;1638;12000000;1996;2;0;45;9;11;68;403;1341;1681;89;3;94;34;49;17;7848;3534;6221;3.3;2;1;1
Alessandro Bastoni;ITA;20;Inter;Serie A;Falsch;93;0;15;1428;1173;34;74;1256;0;1;0;1;0;0;2;2;14;1553;31500000;1921;1.2;0;10;1;2;27;246;1159;217;31;1;67;38;52;21;7139;4455;8051;1.6;1.2;0;0
Luuk de Jong;NED;28;Sevilla;La Liga;Falsch;31;1;17;543;1023;14;23;389;0;1;1;2;1;1;6;6;5;750;9500000;2059;7.7;1;11;0;1;26;359;570;1206;36;5;107;18;23;10;1763;762;912;2.5;7.7;0;2
Douglas Costa;BRA;28;Juventus;Serie A;Falsch;45;4;59;490;572;10;3;392;1;1;1;5;0;1;7;1;6;584;24000000;802;1.1;0;40;6;5;39;114;503;571;52;0;25;5;11;5;3989;2429;1882;3.3;1.1;0;0
Javi Munoz;ESP;24;Alavés;La Liga;Falsch;0;0;0;18;15;1;0;14;0;0;0;0;0;0;0;0;0;20;325000;52;0;0;0;0;0;0;10;14;1733;0;0;2;0;0;0;54;8;15;0;0;0;0
Karim Rekik;NED;24;Hertha BSC;Bundesliga;Falsch;32;0;7;698;564;33;68;621;0;0;0;0;0;0;2;1;14;820;9500000;1260;0.5;0;4;0;1;6;132;560;2090;7;1;39;17;31;11;3227;1664;4493;0.5;0.5;0;1
Ismael Gutierrez;ESP;18;Betis;La Liga;Falsch;0;0;0;27;29;3;3;24;0;0;0;0;0;0;0;0;1;42;900000;83;0;0;0;0;0;0;19;25;1044;0;0;6;2;3;1;93;29;31;0;0;0;0
Molla Wague;MLI;28;Nantes;Ligue 1;Falsch;9;0;3;304;224;16;64;259;0;0;0;0;0;0;3;0;10;407;800000;682;0.2;1;2;0;2;5;73;219;2631;6;0;26;20;30;14;969;409;1436;0.1;0.2;0;0
Santi Mina;ESP;23;Celta Vigo;La Liga;Falsch;54;3;30;706;1198;24;27;500;0;0;1;4;2;5;7;6;11;969;14500000;1944;5.8;0;13;1;3;34;405;752;1667;49;5;101;14;25;8;2907;1681;1928;2.4;5.8;0;1
Nolan Roux;FRA;31;Nîmes;Ligue 1;Falsch;3;0;11;137;258;7;6;97;0;1;0;0;0;0;2;2;4;197;1200000;584;1.5;0;6;0;1;13;133;138;2170;16;2;37;4;8;1;580;282;164;0.6;1.5;0;1
James Tarkowski;ENG;26;Burnley;Premier League;Falsch;69;2;16;1250;832;85;329;913;0;1;0;0;0;0;7;2;43;1785;20000000;3420;2.4;0;16;0;5;22;313;792;2449;27;4;100;76;119;51;3501;1423;7318;2.2;2.4;0;2
Marcin Bulka;POL;19;Paris S-G;Ligue 1;Falsch;0;0;0;18;8;0;0;17;0;0;0;0;0;0;0;0;0;13;900000;90;0;0;0;0;0;0;0;8;398;0;0;0;0;0;0;26;6;203;0;0;0;0
Leonardo Spinazzola;ITA;26;Roma;Serie A;Falsch;56;2;45;1018;817;34;44;813;0;1;0;5;0;0;4;1;8;1021;14500000;1548;1.3;1;27;2;3;48;203;756;2382;58;1;62;18;26;10;6940;4303;4640;2.9;1.3;0;0
Javi Moyano;ESP;33;Valladolid;La Liga;Falsch;67;0;22;1057;672;41;82;777;0;0;0;2;0;4;1;0;16;1038;650000;2227;0.4;0;19;0;1;25;202;608;1724;31;0;56;29;45;15;3049;1477;5674;0.9;0.4;0;0
Josue Homawoo;FRA;21;Nantes;Ligue 1;Falsch;1;0;0;24;12;4;3;17;0;0;0;0;0;0;0;0;2;35;150000;45;0;0;0;0;0;0;10;12;1113;0;0;2;6;8;1;71;37;160;0;0;0;0
Zan Majer;SVN;27;Lecce;Serie A;Falsch;54;1;24;746;683;42;24;593;1;1;0;1;1;2;4;1;18;909;1600000;1664;2.3;0;13;1;2;37;407;598;1510;42;0;93;34;52;20;3867;2165;2677;1.4;2.3;0;0
Leonardo Koutris;GRE;24;Mallorca;La Liga;Falsch;3;0;0;56;29;2;6;41;0;0;0;0;0;0;0;0;0;50;3500000;93;0;0;0;1;0;3;15;27;1314;4;0;6;1;1;0;78;31;385;0.2;0;0;0
Alexander Tettey;NOR;33;Norwich City;Premier League;Falsch;44;1;24;1242;983;40;85;1100;0;0;0;0;0;0;1;1;26;1482;1600000;2338;0.8;0;19;0;1;16;384;948;2470;18;2;98;31;57;20;4914;2235;4074;0.8;0.8;0;0
Robin Quaison;SWE;25;Mainz 05;Bundesliga;Falsch;43;2;62;577;1025;33;10;408;0;0;1;10;0;5;4;13;13;868;10500000;2602;9.9;0;43;0;3;37;647;599;2036;57;5;147;27;40;13;3805;1829;1424;2.6;10.6;0;0
Riqui Puig;ESP;19;Barcelona;La Liga;Falsch;20;2;16;433;452;4;1;394;0;0;0;0;0;3;2;0;3;474;9000000;510;0.6;0;15;1;2;16;148;414;2029;20;0;29;10;13;6;2201;988;1044;1.6;0.6;0;0
Leonardo Pavoletti;ITA;30;Cagliari;Serie A;Falsch;0;0;0;16;29;0;2;14;0;0;0;0;0;0;0;0;1;24;4800000;45;0.1;0;0;0;0;1;4;19;1911;1;0;1;0;1;0;39;7;8;0;0.1;0;0
Eric Bailly;CIV;25;Manchester Utd;Premier League;Falsch;4;0;1;72;52;3;7;64;0;0;0;0;0;0;0;0;2;87;17500000;150;0;0;1;0;0;1;17;52;164;1;0;4;0;2;0;249;145;433;0;0;0;0
Filippo Falco;ITA;27;Lecce;Serie A;Falsch;98;6;79;1012;1170;13;1;812;0;1;0;8;0;6;13;4;5;1163;3200000;2014;3.1;0;58;15;7;87;235;985;809;125;8;56;19;24;15;8171;4783;3781;4.3;3.1;4;2
Jose Callejon;ESP;32;Napoli;Serie A;Falsch;84;7;25;1245;1323;30;13;993;0;0;0;0;0;4;9;4;3;1317;9500000;2172;5.1;0;10;26;7;66;330;1095;425;98;2;76;16;19;7;3658;1711;4520;6.4;5.1;1;1
Bilal Benkhedim;FRA;18;Saint-Étienne;Ligue 1;Falsch;1;0;3;64;63;1;1;46;0;1;0;0;0;0;0;0;0;80;0;132;0.6;0;1;0;0;4;36;51;255;5;0;14;6;6;5;438;217;113;0.3;0.6;0;0
Obite NDicka;FRA;19;Eint Frankfurt;Bundesliga;Falsch;62;1;31;1057;807;43;80;872;0;0;0;1;0;0;2;1;20;1139;;1721;0.6;0;22;0;2;17;311;733;1750;18;0;97;35;55;21;4023;2160;5601;1;0.6;0;0
Suat Serdar;GER;22;Schalke 04;Bundesliga;Falsch;47;0;72;498;536;38;11;386;0;1;0;5;0;3;3;7;20;774;20000000;1599;3;0;49;0;3;23;413;437;2296;33;1;131;64;84;46;4179;2355;1735;1;3;0;0
Lucas Vazquez;ESP;28;Real Madrid;La Liga;Falsch;34;1;21;583;636;14;5;465;0;1;0;0;1;3;6;2;8;668;16000000;848;1.3;0;15;3;5;25;236;532;2585;33;1;81;21;29;15;2342;1350;2182;1.5;1.3;0;0
Kortney Hause;ENG;24;Aston Villa;Premier League;Falsch;40;0;14;789;549;46;114;591;0;0;0;0;0;0;1;1;11;980;6500000;1545;2.1;0;11;0;0;7;182;528;1063;8;1;73;27;38;22;3279;1619;4892;0.2;2.1;0;1
Tariq Lamptey;ENG;18;Chelsea / Brighton;Premier League;Falsch;14;1;30;249;201;13;15;185;0;0;0;1;0;1;2;0;9;293;3200000;620;0.1;0;24;1;1;7;94;176;2713;11;1;20;11;20;3;1529;1000;922;0.7;0.1;1;0
Valter Birsa;SVN;32;Cagliari;Serie A;Falsch;33;0;2;330;270;9;7;270;0;0;0;0;0;0;1;0;1;327;1200000;430;0.1;1;1;5;0;11;73;249;299;17;0;20;9;10;8;1653;928;1522;0.4;0.1;0;0
Alessio Cragno;ITA;25;Cagliari;Serie A;Falsch;0;0;0;475;145;0;1;305;0;0;0;0;0;0;0;0;0;317;16000000;1440;0;0;0;0;0;1;1;144;582;1;0;0;0;0;0;1117;754;6113;0;0;0;0
Jakub Iskra;POL;16;SPAL;Serie A;Falsch;3;0;2;50;43;0;3;43;0;0;0;0;0;0;0;0;0;54;0;78;0;0;2;0;0;1;4;42;1166;1;0;0;0;0;0;256;163;274;0;0;0;0
James Rodriguez;COL;28;Real Madrid;La Liga;Falsch;26;1;1;305;295;5;1;239;0;0;0;0;0;2;1;1;4;320;32000000;419;0.9;0;0;4;1;18;77;267;2140;24;0;27;17;21;11;1174;464;1136;1.8;0.9;0;0
Diadie Samassekou;MLI;23;Hoffenheim;Bundesliga;Falsch;39;1;18;588;491;36;36;480;0;1;0;0;0;0;3;0;22;751;12000000;1310;0.2;0;14;0;3;15;259;447;2217;16;0;83;41;63;30;1986;912;1726;0.4;0.2;0;0
Roberto;ESP;24;Levante;La Liga;Falsch;3;0;2;93;72;0;4;80;0;0;0;0;0;0;0;0;1;99;800000;191;0;0;2;0;0;2;25;71;2120;2;0;7;3;4;2;438;245;756;0;0;0;0
Dani Rodriguez;ESP;31;Mallorca;La Liga;Falsch;93;2;81;1161;1289;51;34;945;0;0;0;4;4;9;10;5;18;1522;1200000;3039;3.8;0;56;9;4;54;762;1066;2138;79;3;199;64;82;36;8191;4374;4376;2.2;4.5;0;2
Sargis Adamyan;ARM;26;Hoffenheim;Bundesliga;Falsch;13;1;24;191;404;5;5;140;0;0;0;1;1;2;4;5;3;297;4000000;746;4.1;0;13;0;3;16;209;212;13;20;1;45;10;13;4;1591;834;429;0.9;4.1;0;0
MBaye Niang;SEN;24;Rennes;Ligue 1;Falsch;28;0;53;501;1071;21;19;354;0;2;0;3;1;6;6;10;4;802;12000000;2126;7.7;0;21;0;1;21;322;639;1789;37;5;91;15;19;10;2731;1007;1017;0.7;9.3;0;4
Anthony Caci;FRA;22;Strasbourg;Ligue 1;Falsch;45;4;10;520;396;27;21;416;1;1;0;0;0;1;7;1;15;542;3200000;691;0.2;0;5;0;6;18;141;379;410;21;1;56;34;49;23;2177;1295;4020;2;0.2;0;0
Alban Lafont;FRA;20;Nantes;Ligue 1;Falsch;0;0;0;884;411;0;1;551;0;0;0;0;0;0;0;0;0;696;11000000;2430;0;0;0;2;0;2;7;407;1347;4;0;1;0;0;0;2004;906;12597;0.1;0;0;0
Milan Skriniar;SVK;24;Inter;Serie A;Falsch;130;0;11;1997;1706;32;96;1843;0;1;0;1;1;1;2;0;18;2145;48000000;2627;0.9;0;10;0;0;21;291;1677;2345;26;2;82;47;65;29;7059;3810;12401;0.3;0.9;0;1
Luke Freeman;ENG;27;Sheffield Utd;Premier League;Falsch;8;0;8;150;157;9;6;110;0;0;0;0;0;1;0;0;7;197;2800000;366;0.1;0;7;0;0;4;96;124;888;5;0;24;5;12;4;1045;584;484;0.3;0.1;0;0
Joel Pohjanpalo;FIN;24;Leverkusen;Bundesliga;Falsch;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;800000;2;0;0;0;0;0;0;2;0;2000;0;0;1;0;0;0;0;0;0;0;0;0;0
Luca Tremolada;ITA;27;Brescia;Serie A;Falsch;0;0;0;6;4;0;1;4;0;0;0;0;0;0;0;0;0;6;725000;15;0;0;0;0;0;0;6;3;2534;0;0;1;0;0;0;32;0;16;0;0;0;0
Kevin Denkey;TOG;18;Nîmes;Ligue 1;Falsch;9;1;12;149;324;6;1;102;0;0;0;2;0;1;3;3;0;219;1800000;603;1.6;0;8;0;2;10;135;164;658;15;2;40;11;11;9;710;326;289;0.4;1.6;0;1
Florian Neuhaus;GER;22;M'Gladbach;Bundesliga;Falsch;129;2;65;1275;1240;42;15;1052;0;2;1;7;0;5;6;4;21;1499;17500000;2356;5.8;0;52;5;5;57;503;1092;1779;83;7;159;46;67;27;6759;3928;5637;3.1;6.1;0;0
Fabio Lucioni;ITA;31;Lecce;Serie A;Falsch;83;0;11;1570;1230;69;195;1353;0;0;0;0;0;0;1;3;30;1841;725000;3132;1.7;0;8;1;0;8;255;1212;1472;10;1;84;40;70;29;6780;3673;11797;0;1.7;0;1
Luca Ranieri;ITA;20;Fiorentina;Serie A;Falsch;17;0;5;159;127;3;15;137;0;0;0;2;0;0;0;0;1;172;1800000;232;0.1;0;4;0;0;6;21;122;2067;8;0;10;4;5;2;785;535;1155;0.7;0.1;0;0
Mijat Gacinovic;SRB;24;Eint Frankfurt;Bundesliga;Falsch;29;1;36;369;486;26;10;260;0;1;0;2;0;7;3;0;12;509;7000000;1048;2.1;0;21;2;3;16;282;332;903;31;3;80;23;35;17;2276;1204;1157;1.2;2.1;0;0
Kevin Prince Boateng;GHA;32;Fiorentina;Serie A;Falsch;11;0;14;199;366;5;6;155;0;0;0;0;0;2;2;1;3;259;3200000;599;1.7;0;11;0;2;17;119;214;311;19;0;21;3;6;2;736;204;369;0.3;1.7;0;0
Nicolo Barella;ITA;22;Inter;Serie A;Falsch;153;4;62;1237;1192;33;21;1015;0;0;0;3;1;3;5;1;15;1452;36000000;2013;1.6;0;44;0;4;47;402;1093;193;55;2;109;41;56;31;6638;3317;6008;1.6;1.6;0;0
Solly March;ENG;25;Brighton;Premier League;Falsch;43;1;30;601;585;22;19;435;0;0;0;3;0;2;2;0;12;675;6500000;1143;1.4;0;19;3;2;24;158;484;1540;32;0;44;26;38;17;3773;2175;2332;0.8;1.4;0;0
Sven Ulreich;GER;30;Bayern Munich;Bundesliga;Falsch;0;0;0;52;36;0;0;44;0;0;0;0;0;0;0;0;0;46;3500000;90;0;0;0;0;0;0;0;35;2551;0;0;0;0;0;0;93;48;555;0;0;0;0
Ronald Araujo;URU;20;Barcelona;La Liga;Falsch;3;0;1;208;186;9;11;197;0;0;0;0;0;0;0;0;0;229;4500000;238;0.2;0;1;0;0;0;26;186;116;0;0;8;4;4;2;744;457;793;0;0.2;0;0
Henry Onyekuru;NGA;22;Monaco;Ligue 1;Falsch;2;1;10;47;82;0;0;35;0;0;0;1;0;1;1;0;2;66;8000000;160;0.2;0;5;0;1;2;37;55;1844;4;0;12;1;3;1;471;236;100;0.2;0.2;0;0
Nehuen Paz;ARG;26;Bologna / Lecce;Serie A;Falsch;31;1;1;488;397;26;68;421;0;0;0;0;0;0;1;0;9;600;325000;963;0.5;0;1;0;1;2;127;393;3827;2;0;40;11;20;5;2051;1232;3244;0;0.5;0;0
Hiroki Sakai;JPN;29;Marseille;Ligue 1;Falsch;88;0;26;1112;861;38;49;942;0;0;0;1;1;4;2;0;11;1134;5500000;1620;0.1;0;13;4;1;26;231;785;2205;35;0;81;63;74;35;3741;2302;5928;0.9;0.1;0;0
