Player,Nation,Age,Squad,Comp,played_two_leagues,#Prog_Pass,Ast,Att_Drib,Att_Pass,Att_Recep,Blocks,Clr,Cmp_Pass,Def_GCA,Def_SCA,Drib_GCA,Drib_SCA,F1,Fld_GCA,Fld_SCA,GCA,Gls,Int,Live_Touches,Marktvalue,Min,npxG,OG_GCA,Oppon_Drib,PassDead,PassDead_SCA,PassLive_GCA,PassLive_SCA,Press,Recep,Rk,SCA,Sh_SCA,Sh_SCA.1,Succ_Press,Tkl,Tkl+Int,TklW,TotDist_Carried,TotPrgDist_Carried,TotPrgDist_Pass,xA,xG
Hugo Guillamon,ESP,19,Valencia,es La Liga,False,15,0,3,315,276,5,35,287,0,0,0,0,953,0,0,0,0,3,368,200000,495,0,0,1,0,0,0,1,46,274,1031,1,0,0,14,15,18,8,1617,832,2146,0,0
Samuel Kalu,NGA,21,Bordeaux,fr Ligue 1,False,38,1,88,524,699,21,10,388,0,0,0,6,1157,1,4,4,1,19,752,6500000,1357,2.3,0,58,0,1,2,18,304,552,1237,33,1,4,81,43,62,19,4329,2786,1627,1.8,2.3
Soualiho Meite,FRA,25,Torino,it Serie A,False,67,2,89,936,911,45,35,769,0,2,0,1,1527,0,1,4,0,19,1195,7000000,2201,0.8,0,66,0,0,3,40,443,800,1624,46,1,2,114,47,66,34,5501,3190,3291,1.2,0.8
Roberto Gagliardini,ITA,25,Inter,it Serie A,False,111,2,16,937,935,41,21,798,0,5,0,0,835,1,4,5,4,20,1153,12000000,1797,4.5,0,10,0,2,4,43,380,835,905,58,0,4,123,41,61,27,4907,2917,4081,1.2,4.8
Tiemoue Bakayoko,FRA,24,Monaco,fr Ligue 1,False,80,2,56,961,935,25,20,831,0,2,1,3,157,0,5,3,1,28,1222,25500000,1719,1.8,0,33,0,0,2,18,414,869,168,30,0,2,123,70,98,49,5048,2438,3853,0.8,1.8
Mario Rodriguez,ESP,22,Granada,es La Liga,False,0,0,0,0,4,0,0,0,0,0,0,0,2008,0,0,0,0,0,3,200000,2,0,0,0,0,0,0,0,1,3,2142,0,0,0,1,0,0,0,16,10,0,0,0
Jurgen Locadia,NED,25,Hoffenheim / Brighton,de Bundesliga / eng Premier League,True,7,0,5,152,300,1,1,106,0,1,1,2,2557,0,1,2,4,0,217,8000000,616,2.5,0,3,0,0,0,5,89,176,2871,12,1,3,30,7,7,5,810,351,270,0.1,3.3
Yassine Benrahou,MAR,28,Sevilla,es La Liga,False,0,1,0,170,73,0,0,127,0,0,0,0,313,0,0,1,0,0,128,2700000,495,0,0,0,0,1,1,1,0,73,343,2,0,0,0,0,0,0,314,101,2666,0.3,0
Romelu Lukaku,BEL,26,Inter,it Serie A,False,63,2,40,809,1593,18,26,580,0,1,1,10,1386,0,1,12,23,2,1132,68000000,2979,15.6,0,26,0,0,9,83,257,932,1480,102,2,7,60,11,13,4,4094,2285,1579,5.2,20.2
Kevin Mayi,FRA,26,Brest,fr Ligue 1,False,0,0,1,0,1,0,0,0,0,0,0,0,1502,0,0,0,0,0,1,550000,4,0,0,0,0,0,0,0,2,1,1599,0,0,0,0,0,0,0,2,1,0,0,0
Carlo Pinsoglio,ITA,29,Juventus,it Serie A,False,0,0,0,3,1,0,0,3,0,0,0,0,1870,0,0,0,0,0,1,400000,19,0,0,0,0,0,0,0,0,1,1986,0,0,0,0,0,0,0,0,0,69,0,0
Thomas Muller,GER,29,Bayern Munich,de Bundesliga,False,149,21,45,1359,1652,39,12,1023,2,5,0,2,1630,0,4,28,8,11,1578,25500000,2255,8.3,0,26,1,3,24,117,570,1280,1729,136,1,5,212,50,61,40,5105,2994,4485,12.6,8.3
Gabriel Jesus,BRA,22,Manchester City,eng Premier League,False,25,7,73,608,1090,31,7,532,0,1,3,13,1115,0,1,13,14,12,896,56000000,2030,17.7,0,52,0,0,9,48,419,686,1196,71,1,8,127,25,37,19,3244,1619,902,3.8,18.5
Aurelien Chedjou,CMR,34,Amiens,fr Ligue 1,False,84,0,15,994,705,33,183,828,0,0,0,0,452,0,0,1,0,27,1237,325000,1971,0.4,0,14,0,1,1,10,183,693,500,12,0,1,66,35,62,27,4287,2478,7616,0.2,0.4
Yassine Benzia,ALG,24,Dijon,fr Ligue 1,False,4,0,8,81,92,3,0,60,0,0,0,1,248,0,0,0,0,3,98,1600000,173,0.1,0,4,0,0,0,4,52,77,268,5,0,0,8,3,6,2,482,262,233,0.4,0.1
Edgar Mendez,ESP,29,Alavés,es La Liga,False,16,0,17,197,328,18,11,134,0,0,0,1,1536,0,2,0,1,3,314,1600000,864,0.5,0,12,0,0,0,10,143,207,1632,13,0,0,32,15,18,8,1276,682,475,0.6,0.5
Josuha Guilavogui,FRA,28,Wolfsburg,de Bundesliga,False,84,1,25,986,756,41,84,807,0,1,0,3,951,0,0,2,0,40,1244,11000000,2062,1.1,0,20,0,0,2,24,353,690,1029,29,0,1,116,48,88,28,3071,1671,4927,0.8,1.1
William Vainqueur,FRA,30,Toulouse,fr Ligue 1,False,46,0,35,992,880,29,31,896,0,2,0,1,2390,0,0,3,0,24,1183,1000000,1715,0.5,0,30,0,0,3,22,383,811,2560,27,0,2,105,64,88,45,4096,1829,3225,0.5,0.5
Roli Pereira de Sa,FRA,22,Nantes,fr Ligue 1,False,0,0,0,12,11,0,0,11,0,0,0,0,2049,0,0,0,0,0,12,150000,6,0,0,0,0,1,0,1,1,11,2190,2,0,0,0,0,0,0,72,39,62,0.1,0
Brandon,ESP,24,Osasuna,es La Liga,False,5,1,8,117,222,5,1,82,0,0,0,3,325,0,1,1,0,1,166,1200000,406,0.9,0,3,0,0,1,4,121,123,357,9,0,1,21,4,5,2,858,496,225,0.4,0.9
Paul Pogba,FRA,26,Manchester Utd,eng Premier League,False,109,3,35,1026,952,20,13,880,0,1,1,4,1883,1,4,7,1,4,1151,80000000,1204,1.2,0,25,0,0,5,49,165,908,1999,58,0,0,58,25,29,16,4009,2093,4790,2.7,2
Matty James,ENG,28,Leicester City,eng Premier League,False,1,0,0,6,6,0,0,6,0,0,0,0,1096,0,0,0,0,0,6,1200000,6,0,0,0,0,0,0,0,2,6,1179,0,0,0,2,0,0,0,21,5,21,0,0
Dan Burn,ENG,27,Brighton,eng Premier League,False,106,0,43,1841,1438,67,148,1389,0,1,0,1,356,0,0,2,0,26,1975,4000000,2880,1.2,0,27,0,3,2,29,465,1334,393,35,0,1,164,63,89,36,6776,3561,8736,1.2,1.2
Kevin Rodrigues,POR,25,Leganés / Real Sociedad,es La Liga,False,55,2,52,796,724,44,35,526,0,0,0,4,2586,0,4,3,1,17,939,2400000,1937,1.1,0,40,1,11,2,31,391,573,4269,52,0,2,114,64,81,32,3165,1624,4145,3.4,1.1
Nicolo Armini,ITA,18,Lazio,it Serie A,False,0,0,0,2,2,0,1,2,0,0,0,0,111,0,0,0,0,0,4,200000,3,0,0,0,0,0,0,0,5,2,121,0,0,0,1,1,1,0,7,0,6,0,0
Saman Ghoddos,IRN,25,Amiens,fr Ligue 1,False,13,0,5,96,109,5,4,73,0,0,0,0,875,0,0,2,1,2,115,3200000,231,0.9,0,3,0,4,2,5,45,80,948,9,0,0,9,3,5,2,351,242,508,0.9,0.9
Sada Thioub,SEN,24,Angers,fr Ligue 1,False,73,2,101,696,919,20,8,555,0,0,0,6,2315,0,1,4,1,9,894,2800000,1508,1.1,0,62,0,4,4,42,347,702,2476,56,0,3,84,21,30,15,5767,3587,2606,1.9,1.1
Unai Simon,ESP,22,Athletic Club,es La Liga,False,0,0,1,1107,481,1,1,650,0,0,0,0,2180,0,0,0,0,0,792,16000000,2991,0,0,0,0,0,0,4,4,479,2327,4,0,0,1,0,0,0,3008,1786,20020,0,0
Mamadou Doucoure,FRA,21,M'Gladbach,de Bundesliga,False,0,0,0,9,8,0,0,9,0,0,0,0,666,0,0,0,0,0,9,450000,2,0,0,0,0,0,0,0,0,8,722,0,0,0,0,0,0,0,36,4,4,0,0
Dominique Heintz,GER,25,Freiburg,de Bundesliga,False,87,1,23,1321,1055,53,188,1113,0,0,0,1,992,0,0,2,0,21,1598,8000000,2434,0.2,0,19,0,0,2,17,260,1045,1070,18,0,0,74,54,75,31,6681,3766,8672,0.2,0.2
Nick Pope,ENG,27,Burnley,eng Premier League,False,0,0,0,1180,379,1,0,536,0,0,0,0,1889,0,0,0,0,0,828,9500000,3420,0,0,0,0,3,0,5,5,378,2007,8,0,0,1,0,0,0,3474,2364,19350,0.6,0
Papu Gomez,ARG,31,Atalanta,it Serie A,False,218,16,122,2012,2111,35,10,1598,0,2,4,14,906,3,12,32,7,10,2186,13000000,2842,8.7,0,80,3,41,20,126,363,1867,978,203,2,8,102,31,41,24,16185,10202,8826,10.3,8.7
Lukasz Fabianski,POL,34,West Ham,eng Premier League,False,0,0,1,672,229,0,2,378,0,0,0,0,735,0,0,0,0,0,465,3200000,2117,0,0,1,0,0,0,0,10,226,801,0,0,0,2,0,0,0,1961,991,13319,0,0
Roque Mesa,ESP,30,Leganés,es La Liga,False,87,3,55,905,890,32,6,724,0,1,0,3,1553,1,4,7,1,7,1096,5500000,2012,1.3,0,38,0,8,6,37,478,775,1649,54,0,1,134,45,52,29,6361,3204,3599,2.4,1.3
Oliver Norwood,NIR,28,Sheffield Utd,eng Premier League,False,186,1,17,2148,1529,46,64,1664,0,1,0,0,1706,0,1,6,1,30,2194,6500000,3090,0.7,2,15,2,30,2,43,584,1478,1807,80,0,3,162,75,105,44,4263,1840,11305,4.2,1.4
Joaquin Correa,ARG,24,Lazio,it Serie A,False,62,2,82,697,1129,8,9,578,0,0,2,16,519,3,17,14,9,5,957,30500000,2002,9.8,0,60,0,3,9,70,357,808,564,110,0,4,95,15,20,11,5949,3842,1719,2.8,9.8
Patrick Herrmann,GER,28,M'Gladbach,de Bundesliga,False,46,6,22,529,710,20,8,375,1,3,0,1,1014,1,6,10,6,7,682,5200000,1453,7.8,0,18,0,3,8,32,283,508,1094,46,0,1,82,29,36,20,3001,1886,1811,5.1,7.8
Kasper Dolberg,DEN,21,Nice,fr Ligue 1,False,6,3,38,301,660,18,28,232,0,0,1,3,652,1,5,6,11,9,507,16000000,1888,7.2,0,18,0,0,3,14,379,386,709,26,1,4,87,16,25,8,2244,954,243,1.1,7.2
Nemanja Radoja,SRB,26,Levante,es La Liga,False,72,0,40,949,818,33,59,838,0,1,1,3,1922,0,2,3,1,14,1144,3200000,1993,0.2,0,30,0,0,2,15,323,763,2042,21,0,0,85,36,50,22,4670,1888,3588,0.6,0.2
Andrew Surman,ENG,32,Bournemouth,eng Premier League,False,7,0,1,127,83,4,6,102,0,0,0,0,2269,0,0,0,0,1,139,1600000,235,0,0,1,0,0,0,1,45,79,2424,1,0,0,11,5,6,2,325,94,487,0,0
Lucas Olaza,URU,25,Celta Vigo,es La Liga,False,138,3,26,2012,1461,65,81,1496,0,0,0,0,1727,2,3,6,1,16,1918,3200000,3144,0.8,0,16,1,14,2,39,379,1375,1829,59,1,3,115,64,80,36,6210,3549,13469,3.7,0.8
Enda Stevens,IRL,29,Sheffield Utd,eng Premier League,False,171,4,87,1895,1477,76,90,1405,0,0,1,4,2248,0,0,9,2,24,1980,5500000,3345,1.2,0,64,0,6,8,54,606,1351,2401,67,0,3,161,76,100,43,8147,4618,9869,4.7,1.2
Abou Ouattara,BFA,19,Lille,fr Ligue 1,False,0,0,0,3,3,1,1,2,0,0,0,0,1756,0,0,0,0,0,6,100000,9,0,0,0,0,0,0,0,2,2,1859,0,0,0,1,0,0,0,39,31,0,0,0
Erling Haaland,NOR,19,Dortmund,de Bundesliga,False,11,2,27,236,467,12,5,174,0,0,1,5,974,1,2,7,13,5,342,72000000,1063,8.1,0,13,0,0,4,15,140,261,1052,25,1,3,40,5,10,5,1304,791,449,1.6,8.1
Curtis Jones,ENG,18,Liverpool,eng Premier League,False,12,0,4,128,124,3,1,111,0,0,0,1,1122,0,0,1,1,3,146,1800000,126,0.9,0,4,0,0,1,2,27,115,1203,3,0,0,7,3,6,2,588,347,452,0,0.9
Luis Muriel,COL,28,Atalanta,it Serie A,False,55,1,62,524,858,17,2,377,0,1,1,7,1638,1,4,7,18,4,742,15000000,1260,8.6,0,33,0,6,3,51,259,600,1736,74,2,5,89,16,20,8,4338,2431,1567,4,13.9
Reiss Nelson,ENG,19,Arsenal,eng Premier League,False,16,0,29,234,320,13,2,186,0,0,0,2,1675,0,1,1,1,4,310,12500000,631,0.9,0,17,0,4,0,12,164,235,1774,21,1,2,31,12,16,6,1753,1028,811,0.7,0.9
Kingsley Schindler,GER,26,Köln,de Bundesliga,False,22,2,20,248,376,18,17,155,0,0,1,2,2122,0,1,3,0,0,363,1600000,849,1,0,12,0,0,2,16,205,240,2267,21,0,2,38,5,5,4,1382,733,1021,0.8,1
Fabri,ESP,31,Mallorca,es La Liga,False,0,0,0,33,14,0,0,24,0,0,0,0,739,0,0,0,0,0,23,1200000,90,0,0,0,0,0,0,0,0,14,805,0,0,0,0,0,0,0,61,23,593,0,0
Christian Benteke,BEL,28,Crystal Palace,eng Premier League,False,31,1,25,326,724,14,25,190,0,3,1,5,245,0,3,6,2,6,527,10500000,1261,5.1,0,17,0,0,5,24,178,402,265,39,0,4,49,9,15,5,1887,968,722,2.1,5.1
Matija Nastasic,SRB,26,Schalke 04,de Bundesliga,False,38,0,0,903,750,30,93,785,0,1,0,0,1664,0,0,0,0,12,1056,13000000,1365,1,0,0,0,0,0,2,138,736,1763,5,0,2,55,37,49,24,3503,2080,5315,0.2,1
Paul Lasne,FRA,30,Brest,fr Ligue 1,False,55,1,8,655,681,12,14,540,0,1,0,1,1285,0,3,2,2,3,778,1700000,1224,1.1,0,7,0,0,2,26,270,599,1370,32,0,1,69,24,27,17,2674,1162,2286,1.5,1.1
Sergio Asenjo,ESP,30,Villarreal,es La Liga,False,0,0,1,1039,447,0,1,742,0,0,0,0,117,0,0,1,0,0,752,9500000,3060,0,0,1,0,1,1,2,1,446,129,3,0,0,1,0,0,0,1959,967,12550,0,0
Burgui,ESP,25,Alavés,es La Liga,False,1,0,0,7,9,0,0,4,0,0,0,0,352,0,0,0,0,0,9,1200000,22,0,0,0,0,0,0,0,5,6,389,0,0,0,2,0,0,0,25,14,18,0,0
Thomas Kraft,GER,31,Hertha BSC,de Bundesliga,False,0,0,0,129,59,0,0,78,0,0,0,0,1237,0,0,0,0,0,94,600000,360,0,0,0,0,0,0,0,0,58,1319,0,0,0,0,0,0,0,514,267,2356,0,0
Eduardo Camavinga,FRA,16,Rennes,fr Ligue 1,False,56,2,18,985,902,36,49,879,0,1,1,2,391,1,7,6,1,24,1274,37500000,2107,1,0,14,0,0,4,20,574,819,432,30,0,0,187,98,122,58,5973,3115,3009,0.7,1
Max Thompson,ENG,17,Burnley,eng Premier League,False,0,0,0,0,1,0,0,0,0,0,0,0,2321,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2482,0,0,0,0,0,0,0,0,0,0,0,0
Gaetano Castrovilli,ITA,22,Fiorentina,it Serie A,False,99,2,135,1141,1319,53,28,922,0,1,0,12,426,1,12,6,3,25,1573,20000000,2673,3,0,99,0,1,5,70,687,1112,473,98,0,2,184,74,99,46,10932,6630,4180,2.7,3
Dani Rodriguez,ESP,31,Mallorca,es La Liga,False,93,2,81,1161,1289,51,34,945,0,0,0,4,2004,4,9,10,5,18,1522,1200000,3039,3.8,0,56,0,9,4,54,762,1066,2138,79,2,3,199,64,82,36,8191,4374,4376,2.2,4.5
Matthias Ginter,GER,25,M'Gladbach,de Bundesliga,False,152,1,8,2156,1818,47,151,1852,0,1,0,0,883,0,0,6,1,23,2379,28000000,2780,1.7,0,6,0,0,5,20,198,1780,956,24,1,3,72,37,60,20,10409,6340,14589,1.2,1.7
Romulo,ITA,32,Brescia / Genoa,it Serie A,False,37,3,47,556,646,24,9,443,0,0,0,0,2587,0,1,3,1,7,704,1600000,1743,2.1,0,31,0,4,3,31,348,495,4313,38,0,2,68,33,40,16,4268,2364,1523,1,2.1
Joao Moutinho,POR,32,Wolves,eng Premier League,False,160,6,29,2022,1512,64,30,1614,0,0,0,1,1622,0,0,11,1,28,1973,8000000,3108,0.8,0,23,5,52,6,60,882,1374,1721,113,0,0,213,92,120,54,6151,3320,8827,6.1,0.8
Gabriel Boschilia,BRA,23,Monaco,fr Ligue 1,False,7,0,3,79,85,2,1,59,0,0,0,0,306,0,1,0,0,3,88,2800000,130,0.2,0,3,0,0,0,3,37,70,336,4,0,0,11,1,4,1,480,232,256,0,0.2
Lorenzo Pirola,ITA,17,Inter,it Serie A,False,0,0,0,9,8,0,0,9,0,0,0,0,1873,0,0,0,0,0,9,900000,12,0,0,0,0,0,0,0,3,8,1989,0,0,0,1,0,0,0,33,13,13,0,0
Mattia Bani,ITA,25,Bologna,it Serie A,False,63,0,4,1109,854,46,172,908,0,0,0,0,174,0,0,1,4,28,1388,2400000,2207,3.3,0,2,0,0,1,8,389,837,185,8,0,0,129,54,82,33,4796,2341,6913,0,3.3
Sergio Ramos,ESP,33,Real Madrid,es La Liga,False,115,0,13,2144,1813,39,116,1963,0,0,0,2,1941,1,1,2,11,31,2363,14500000,3013,5.6,0,12,0,0,1,17,266,1735,2063,20,0,0,102,60,91,46,7868,4168,15381,0.3,10.2
Haitam Aleesami,NOR,28,Amiens,fr Ligue 1,False,98,1,32,1170,830,55,98,910,0,1,0,0,50,0,0,3,1,26,1209,1200000,1916,0.1,0,22,0,3,3,23,374,763,54,27,0,0,105,44,70,28,3835,1987,6447,1.3,0.1
Alban Lafont,FRA,20,Nantes,fr Ligue 1,False,0,0,0,884,411,0,1,551,0,0,0,0,1264,0,0,0,0,0,696,11000000,2430,0,0,0,0,2,0,2,7,407,1347,4,0,0,1,0,0,0,2004,906,12597,0.1,0
Valon Berisha,KVX,26,Lazio / Düsseldorf,it Serie A / de Bundesliga,True,28,1,5,408,454,16,9,336,0,0,0,0,513,0,3,1,0,7,487,4000000,974,0.8,0,2,0,4,1,12,271,359,559,19,0,0,93,22,29,15,1332,626,1144,0.6,0.8
Enis Bardhi,MKD,24,Levante,es La Liga,False,86,2,59,853,995,25,17,625,1,2,2,7,178,1,3,10,7,15,1061,12000000,2114,4.6,0,40,0,11,4,40,405,793,191,68,2,5,93,34,49,27,4684,2715,3265,1.9,4.6
Malang Sarr,FRA,20,Nice,fr Ligue 1,False,69,0,5,1168,970,23,43,1055,0,0,0,0,2112,0,0,0,1,24,1240,16000000,1454,0.2,0,4,0,0,0,7,119,964,2257,7,0,0,35,20,44,7,5306,3209,7585,0.1,0.2
Jamaal Lascelles,ENG,25,Newcastle Utd,eng Premier League,False,17,0,12,810,565,37,166,668,0,0,0,0,1284,0,1,0,1,22,1059,14500000,2076,0.3,0,8,0,0,0,5,162,549,1369,7,0,1,59,18,40,10,2858,1100,3588,0.1,0.3
Sofiane Alakouch,FRA,21,Nîmes,fr Ligue 1,False,64,0,34,810,558,23,35,664,0,0,0,1,40,0,1,3,0,18,802,3200000,1400,0.6,0,20,0,1,3,22,250,509,43,25,0,0,78,49,67,30,3248,2168,4858,1.1,0.6
Charalampos Lykogiannis,GRE,25,Cagliari,it Serie A,False,36,1,20,620,484,45,59,405,0,0,0,0,1396,0,0,2,0,15,685,1200000,1338,0.5,0,12,1,5,1,8,192,431,1489,13,0,0,48,24,39,12,2462,1448,3760,1.4,0.5
Bartosz Salamon,POL,28,SPAL,it Serie A,False,9,0,0,147,119,7,18,132,0,0,0,0,2068,0,0,0,0,4,176,400000,344,0,0,0,0,0,0,1,26,118,2209,1,0,0,7,1,5,1,747,485,1326,0,0
Mauro Arambarri,URU,23,Getafe,es La Liga,False,86,1,43,972,722,69,49,649,0,0,0,2,102,0,5,4,1,26,1318,20000000,3069,2,0,32,1,7,3,19,799,613,111,37,0,4,206,74,100,49,4738,1975,3445,1.6,2
Filip Djuricic,SRB,27,Sassuolo,it Serie A,False,62,5,61,698,885,26,8,552,0,2,1,6,2553,1,3,10,5,7,930,2000000,1633,3.3,0,40,0,10,7,48,317,714,2732,72,1,3,103,29,36,20,5308,3252,2188,4.2,3.3
David Silva,ESP,33,Manchester City,eng Premier League,False,140,10,50,1513,1613,21,7,1319,3,4,1,8,2170,1,5,20,6,9,1645,12000000,1826,6.3,0,35,1,1,13,88,302,1404,2317,112,1,6,96,26,35,16,6624,3598,4208,5.4,6.3
William Troost Ekong,NGA,25,Udinese,it Serie A,False,48,0,4,1047,808,58,159,860,0,0,0,0,2371,0,0,0,0,19,1288,3200000,2576,0.7,0,4,0,0,0,11,251,799,2540,11,0,0,82,35,54,19,5771,3272,7281,0.1,0.7
Seko Fofana,CIV,24,Udinese,it Serie A,False,81,7,104,1078,1167,27,21,944,0,0,1,10,796,0,3,8,3,16,1319,9500000,2249,2.7,0,76,0,1,7,75,378,1008,864,91,0,2,89,21,37,12,7776,4085,3340,4.4,2.7
Armando Broja,ALB,17,Chelsea,eng Premier League,False,0,0,0,2,7,0,0,2,0,0,0,0,336,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,5,368,0,0,0,0,0,0,0,15,1,0,0,0
Yann MVila,FRA,29,Saint-Étienne,fr Ligue 1,False,85,2,8,1185,955,21,62,1024,0,1,0,0,1397,0,0,2,0,28,1338,6000000,1942,0.5,0,6,0,0,2,18,301,911,1490,19,0,0,87,34,62,21,4037,1787,6355,0.9,0.5
Oumar Niasse,SEN,29,Everton,eng Premier League,False,0,0,1,5,17,2,0,3,0,0,0,0,1692,0,0,0,0,0,18,3200000,22,0,0,1,0,0,0,0,9,11,1791,0,0,0,1,4,4,1,57,29,0,0,0
Carles Alena,ESP,21,Barcelona / Betis,es La Liga,False,45,0,26,545,593,11,5,476,0,0,0,0,105,0,0,2,1,1,632,18000000,907,1.1,0,17,0,0,2,15,175,526,113,15,0,0,32,22,23,12,2893,1424,1831,0.2,1.1
Georges Mikautadze,FRA,18,Metz,fr Ligue 1,False,0,0,1,3,7,0,0,2,0,0,0,0,1563,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,3,5,1659,0,0,0,0,0,0,0,51,39,3,0,0
Benjamin Bourigeaud,FRA,25,Rennes,fr Ligue 1,False,104,2,22,1223,1035,46,34,924,0,1,0,2,315,1,1,6,2,12,1304,12000000,1903,2.4,0,17,2,18,3,31,508,916,345,53,0,0,131,43,55,27,4115,2149,5615,2.3,2.4
Paul Dummett,WAL,27,Newcastle Utd,eng Premier League,False,27,0,3,502,358,42,72,358,0,0,0,0,684,0,1,1,0,15,613,5500000,1228,0,0,1,0,0,1,5,163,335,746,6,0,0,40,28,43,6,1286,643,3378,0.1,0
Filip Bradaric,CRO,27,Celta Vigo,es La Liga,False,35,0,5,411,336,17,17,323,0,1,0,0,322,0,0,1,0,11,475,3200000,706,0.5,0,5,0,1,1,6,132,321,352,9,0,1,46,18,29,13,1288,604,1793,0.1,0.5
Fabio Depaoli,ITA,22,Sampdoria,it Serie A,False,66,1,35,697,744,42,33,479,0,0,0,3,606,2,2,3,0,14,876,4000000,1854,1.5,0,23,0,4,1,37,399,562,660,51,0,5,91,46,60,26,3605,2216,3704,2.2,1.5
Andre Hoffmann,GER,26,Düsseldorf,de Bundesliga,False,46,1,4,1335,1033,29,133,1215,0,0,0,0,1022,0,0,1,2,39,1540,2400000,2428,1.2,0,4,0,1,1,7,225,1021,1102,8,0,0,85,40,79,22,4815,2096,7586,0.5,1.2
Florian Thauvin,FRA,26,Marseille,fr Ligue 1,False,1,0,3,12,23,0,0,12,0,0,0,2,2310,0,0,0,0,0,22,32000000,22,0.4,0,2,0,0,0,1,9,18,2471,3,0,0,1,1,1,0,115,48,30,0,0.4
Eddy Sylvestre,FRA,19,Nice,fr Ligue 1,False,2,0,2,18,24,0,0,14,0,0,0,0,2276,0,0,0,0,0,23,300000,37,0,0,2,0,0,0,0,5,19,2433,0,0,0,1,0,0,0,88,26,47,0,0
Christian Fuchs,AUT,33,Leicester City,eng Premier League,False,35,0,7,630,482,29,39,510,0,0,0,0,823,0,0,3,0,14,648,1600000,772,0.2,0,4,0,0,3,7,144,465,894,7,0,0,45,15,29,9,1862,853,3727,0.1,0.2
Sung yueng Ki,KOR,30,Mallorca / Newcastle Utd,es La Liga / eng Premier League,True,1,0,4,69,55,2,3,60,0,0,0,0,2598,0,0,0,0,3,78,2400000,146,0,0,3,0,1,0,1,43,52,4843,2,0,0,5,1,4,1,290,134,288,0.1,0
Kenan Karaman,TUR,25,Düsseldorf,de Bundesliga,False,11,1,37,335,717,12,9,224,0,0,0,7,1169,0,2,1,6,2,505,2000000,1354,4.2,0,28,0,0,1,29,215,407,1249,41,0,3,60,8,10,4,2501,1241,527,1.8,4.2
Ousmane Dembele,FRA,22,Barcelona,es La Liga,False,18,0,31,261,307,4,0,201,0,0,1,5,598,0,1,2,1,0,286,56000000,357,1,0,17,0,2,1,10,58,257,651,18,0,0,10,0,0,0,1926,1228,761,0.6,1
Tiago Djalo,POR,19,Lille,fr Ligue 1,False,15,0,3,432,350,8,48,380,0,1,0,0,643,0,0,0,0,5,486,4500000,661,0,0,1,0,0,0,2,78,345,700,3,0,0,30,9,14,8,2238,1146,2347,0,0
Samir Ujkani,KVX,31,Torino,it Serie A,False,0,0,0,52,35,0,0,44,0,0,0,0,2381,0,0,0,0,0,41,200000,90,0,0,0,0,0,0,0,0,35,2550,0,0,0,0,0,0,0,135,45,536,0,0
Marco Friedl,AUT,21,Werder Bremen,de Bundesliga,False,82,3,18,1292,928,56,94,989,0,1,0,0,819,1,1,4,1,31,1326,3200000,2183,1.2,0,13,0,11,3,23,370,870,890,36,0,0,107,69,100,44,4281,2195,6667,1.9,1.2
Kenedy,BRA,23,Getafe,es La Liga,False,13,3,30,201,277,9,7,133,0,0,0,2,1182,0,0,3,1,11,305,9500000,586,0.8,0,19,0,2,3,12,111,201,1262,18,0,2,30,11,22,8,1750,1062,832,0.9,0.8
Kiko Olivas,ESP,30,Valladolid,es La Liga,False,59,0,12,1271,933,47,140,1107,0,0,0,0,1730,0,2,1,2,31,1493,2000000,2943,1.6,0,12,0,1,0,8,253,911,1832,13,1,2,87,40,71,31,6355,3208,7049,0.2,1.6
Federico Mattiello,ITA,24,Cagliari,it Serie A,False,25,1,16,426,363,25,19,328,1,1,0,0,1494,0,0,2,0,17,505,1600000,930,0.2,0,11,0,1,1,12,126,322,1592,16,0,2,39,33,50,20,2649,1594,1585,1,0.2
Federico Marigosu,ITA,18,Cagliari,it Serie A,False,0,0,0,15,21,0,0,8,0,0,0,0,1456,0,1,0,0,0,18,250000,24,0,0,0,0,0,0,1,2,17,1550,2,0,0,0,0,0,0,92,40,62,0,0
Blerim Dzemaili,SUI,33,Bologna,it Serie A,False,36,1,13,347,359,15,10,286,0,2,0,0,693,0,2,1,1,5,437,800000,698,0.6,0,9,0,1,1,26,196,302,756,31,0,0,51,18,23,16,1972,1189,1508,1.4,0.6
Sebastian Polter,GER,28,Union Berlin,de Bundesliga,False,8,2,3,81,199,4,1,56,0,0,0,0,1886,1,1,3,2,1,127,1600000,330,0.4,0,3,0,0,2,12,77,100,2004,14,0,1,15,3,4,1,237,105,277,1.2,1.9
Thomas Delaney,DEN,27,Dortmund,de Bundesliga,False,30,0,7,586,504,16,38,506,0,0,0,0,592,0,0,2,0,23,696,17500000,830,0.5,0,4,0,0,2,8,155,477,645,9,0,1,50,25,48,16,1612,707,1767,0,0.5
Jakub Jankto,CZE,23,Sampdoria,it Serie A,False,56,4,26,775,845,45,23,551,0,0,0,1,1099,1,3,7,2,18,960,9500000,2095,2.8,0,12,0,4,6,58,433,666,1182,67,0,1,94,28,46,15,4227,2462,2802,4.5,2.8
