Player,Nation,Age,Squad,Comp,played_two_leagues,#Prog_Pass,Ast,Att_Drib,Att_Pass,Att_Recep,Blocks,Clr,Cmp_Pass,Def_GCA,Def_SCA,Drib_GCA,Drib_SCA,F1,Fld_GCA,Fld_SCA,GCA,Gls,Int,Live_Touches,Marktvalue,Min,npxG,OG_GCA,Oppon_Drib,PassDead,PassDead_SCA,PassLive_GCA,PassLive_SCA,Press,Recep,Rk,SCA,Sh_SCA,Sh_SCA.1,Succ_Press,Tkl,Tkl+Int,TklW,TotDist_Carried,TotPrgDist_Carried,TotPrgDist_Pass,xA,xG
Ihsan Sacko,FRA,22,Nice,fr Ligue 1,False,6,0,7,43,72,2,0,32,0,0,0,0,2054,0,1,0,0,0,61,1600000,145,0,0,2,0,0,0,4,25,53,2195,5,0,0,7,1,1,1,453,275,137,0.3,0
Mouctar Diakhaby,FRA,22,Valencia,es La Liga,False,32,0,8,804,663,23,101,726,0,0,0,0,620,0,0,0,0,4,930,17500000,1444,0,0,8,0,1,0,5,124,648,675,6,0,0,39,14,18,10,4279,2265,4485,0,0
Prince Gouano,FRA,25,Amiens,fr Ligue 1,False,2,0,0,99,78,5,15,86,0,0,0,0,920,0,0,0,0,4,119,4800000,270,0,0,0,0,0,0,0,25,77,994,0,0,0,9,2,6,2,397,187,643,0,0
Timothee Kolodziejczak,FRA,27,Saint-Étienne,fr Ligue 1,False,59,0,6,721,549,26,60,563,0,0,0,0,1213,0,0,1,0,24,795,4800000,1305,0.1,0,5,1,1,0,12,158,525,1294,13,0,0,49,17,41,12,3279,1940,4152,0.2,0.1
Jordon Ibe,ENG,23,Bournemouth,eng Premier League,False,3,0,3,22,18,0,0,17,0,0,0,0,1055,0,0,0,0,1,28,4800000,50,0,0,2,0,0,0,0,11,17,1135,0,0,0,3,3,4,3,285,189,144,0,0
Sofiane Boufal,MAR,25,Southampton,eng Premier League,False,25,2,96,325,468,17,2,247,0,3,1,8,310,0,6,3,0,5,507,8000000,764,1,0,61,0,0,2,22,218,382,340,40,0,1,71,21,26,12,3843,2491,1068,2.7,1
Lucas Torreira,URU,23,Arsenal,eng Premier League,False,57,1,16,906,767,29,30,793,0,0,0,2,2343,0,2,2,1,24,1061,36000000,1512,1.6,0,13,0,3,2,20,403,709,2508,29,0,2,102,37,61,24,3403,1553,3306,1.1,1.6
Leon Bailey,JAM,21,Leverkusen,de Bundesliga,False,39,3,74,481,615,10,8,326,0,0,0,3,152,1,2,8,5,6,591,29500000,1090,4.2,0,44,2,10,4,22,171,459,163,41,1,4,46,9,15,4,3709,2176,1878,2.6,4.2
Oumar Solet,FRA,19,Lyon,fr Ligue 1,False,0,0,0,5,4,1,1,4,0,0,0,0,2216,0,0,0,0,0,7,900000,9,0,0,0,0,0,0,0,1,4,2365,0,0,0,0,0,0,0,22,6,34,0,0
Luiz Araujo,BRA,23,Lille,fr Ligue 1,False,28,1,38,309,373,16,7,223,0,1,0,8,106,0,3,2,2,5,427,5500000,828,1.3,0,27,0,1,1,16,262,296,114,31,1,2,75,18,23,9,2535,1498,839,1.8,1.3
Jean Philippe Gbamin,CIV,23,Everton,eng Premier League,False,4,0,1,67,56,2,6,50,0,0,0,0,859,0,0,0,0,0,83,22500000,136,0,0,1,0,0,0,0,29,54,933,0,0,0,13,5,5,4,334,142,184,0,0
Marco Calderoni,ITA,30,Lecce,it Serie A,False,80,2,18,1122,896,60,48,829,0,1,0,1,380,0,1,5,3,28,1144,800000,2064,0.7,0,12,1,8,3,26,347,805,420,39,1,2,87,45,73,30,4060,2227,6224,2.1,0.7
Moanes Dabour,ISR,27,Hoffenheim / Sevilla,de Bundesliga / es La Liga,True,29,0,26,279,415,12,2,203,0,1,0,1,1139,1,8,3,4,5,382,,792,3.1,0,12,0,0,2,19,157,290,1219,31,0,2,43,9,14,8,1231,658,881,0.6,3.1
Giovanni Di Lorenzo,ITA,25,Napoli,it Serie A,False,173,3,41,2274,1946,48,73,2003,0,1,0,1,615,0,2,6,3,13,2291,16000000,2970,3.1,0,28,0,2,5,55,398,1842,670,63,1,2,125,62,75,43,9207,5615,12209,2.8,3.1
Abdallah Ndour,SEN,25,Strasbourg,fr Ligue 1,False,12,0,3,209,172,8,9,154,0,0,0,0,1652,0,0,0,0,4,215,475000,373,0,0,1,0,0,0,9,58,158,1752,9,0,0,13,6,10,4,683,339,1469,0.2,0
Sander Berge,NOR,21,Sheffield Utd,eng Premier League,False,29,1,17,386,358,28,16,298,0,0,1,1,255,0,0,2,1,3,488,20000000,943,0.5,0,15,0,0,1,6,249,309,275,7,0,0,64,26,29,17,1908,925,1145,0.4,0.5
Ademola Lookman,ENG,21,RB Leipzig,de Bundesliga,False,20,0,16,152,178,3,0,116,0,0,0,1,1353,0,0,0,0,2,199,13500000,309,1,0,7,0,0,0,10,68,147,1445,13,0,2,19,8,10,5,1291,806,509,0.5,1
Arturo Calabresi,ITA,23,Amiens,fr Ligue 1,False,61,1,35,964,590,50,112,714,0,1,0,2,376,0,2,2,1,27,1005,2200000,1878,0.8,0,27,0,0,1,14,314,550,416,20,1,1,113,59,86,42,3284,2011,6137,0.9,0.8
Alfred Finnbogason,ISL,30,Augsburg,de Bundesliga,False,17,1,11,242,465,12,6,147,0,1,0,1,787,0,1,4,3,4,336,5500000,966,3.5,0,5,0,0,4,24,261,242,854,32,0,5,72,10,14,5,887,418,494,2,4.3
Florian Hubner,GER,28,Union Berlin,de Bundesliga,False,13,0,1,278,183,20,53,231,0,0,0,0,1041,0,0,0,0,7,375,1400000,850,1.1,0,1,0,0,0,5,97,171,1121,5,0,0,30,15,22,6,894,444,1494,0.4,1.1
Antonio Rudiger,GER,26,Chelsea,eng Premier League,False,69,0,0,1449,1201,27,108,1272,0,0,0,0,2036,0,0,0,2,3,1611,40000000,1710,0.6,0,0,0,0,0,8,166,1193,2175,9,0,1,64,43,46,24,6642,3843,8324,0.3,0.6
Sergio Postigo,ESP,30,Levante,es La Liga,False,70,1,9,1017,757,29,179,842,0,0,0,1,1895,0,0,2,1,26,1239,1600000,2374,0.7,0,5,0,0,2,10,213,740,2012,11,0,0,67,32,58,21,4380,2752,7241,0.6,0.7
Noah Sarenren Bazee,NGA,22,Augsburg,de Bundesliga,False,2,0,15,71,144,5,4,39,0,0,1,2,209,0,1,1,1,4,145,725000,381,0.4,0,8,0,0,0,4,75,94,225,7,0,0,17,2,6,2,909,586,141,0.4,0.4
Craig Dawson,ENG,29,Watford,eng Premier League,False,45,0,2,908,693,56,165,729,0,0,0,0,580,0,0,0,2,21,1197,4800000,2361,2.3,0,2,0,0,0,7,185,657,631,12,0,5,73,30,51,19,2916,1376,5763,0.3,2.3
Neto,BRA,30,Barcelona,es La Liga,False,0,0,0,62,33,0,0,55,0,0,0,0,1677,0,0,0,0,0,44,14500000,180,0,0,0,0,1,0,0,0,33,1776,1,0,0,0,0,0,0,116,51,662,0,0
Pablo Martinez,ESP,21,Levante,es La Liga,False,73,0,2,1032,17,1,3,832,1,1,0,0,1479,0,0,3,0,1,28,2500000,33,0.1,0,0,0,0,2,13,25,13,1575,14,0,0,6,2,3,2,119,52,7460,0.1,0.1
Quini,ESP,29,Granada,es La Liga,False,18,0,11,298,203,12,16,230,0,0,0,0,1918,0,0,0,0,6,330,550000,718,0.2,0,6,0,0,0,10,112,181,2038,12,0,2,37,25,31,12,1643,868,1331,0.2,0.2
Morgan Sanson,FRA,24,Marseille,fr Ligue 1,False,56,4,78,907,1164,42,4,726,0,5,0,4,2100,0,11,6,5,16,1232,22500000,2173,3.2,0,51,1,4,4,52,719,893,2243,79,1,3,200,64,80,44,7133,3802,2469,3.1,3.2
Yvon Mvogo,SUI,25,RB Leipzig,de Bundesliga,False,0,0,1,79,49,0,0,68,0,0,0,0,1648,0,0,0,0,0,68,2400000,180,0,0,1,0,0,0,0,0,49,1748,0,0,0,0,0,0,0,196,73,883,0,0
Danilo,BRA,28,Juventus,it Serie A,False,95,0,22,1218,1037,22,47,1050,0,1,0,1,566,0,2,4,2,15,1254,16000000,1440,0.7,0,15,0,0,3,29,154,984,618,36,1,3,50,34,49,17,3886,2519,6022,0.6,0.7
Adnan Januzaj,BEL,24,Real Sociedad,es La Liga,False,54,3,65,496,678,10,4,323,1,2,0,6,1103,0,7,7,3,7,649,9500000,1167,1.4,0,38,1,9,3,27,174,545,1186,56,2,5,43,9,16,4,3902,2333,2051,2.5,1.4
Yevgen Shakhov,UKR,28,Lecce,it Serie A,False,20,2,23,401,478,15,11,334,0,3,0,1,2153,1,2,7,1,12,521,1600000,1085,0.9,0,18,1,1,4,23,285,354,2299,31,1,1,72,34,46,22,1877,926,976,2,0.9
Riccardo Orsolini,ITA,22,Bologna,it Serie A,False,95,6,135,1108,1418,40,23,687,0,2,2,17,1748,3,12,12,8,8,1439,20000000,2681,8.2,0,83,2,16,4,59,508,1090,1851,111,1,5,140,35,43,23,7386,4503,4456,6.7,8.2
Nikolas Spalek,SVK,22,Brescia,it Serie A,False,26,1,36,446,627,23,10,304,0,0,0,0,2230,1,3,2,2,6,619,2000000,1579,3.8,0,14,0,2,1,23,497,431,2381,30,0,2,116,21,27,14,3031,1768,1079,1.8,3.8
Nicolas Otamendi,ARG,31,Manchester City,eng Premier League,False,42,0,3,1488,1352,28,89,1380,0,0,0,0,1753,0,0,1,2,9,1647,14500000,1715,2.4,0,3,0,0,0,6,109,1331,1856,8,1,2,36,22,31,12,7719,4406,7225,0.2,2.4
Lisandro Magallan,ARG,25,Alavés,es La Liga,False,33,1,3,426,293,19,76,341,0,0,0,0,1402,0,0,2,1,6,540,4800000,1197,0.6,0,2,0,1,2,4,89,278,1495,5,0,0,24,25,31,13,1669,808,3138,0.7,0.6
Lucas Perez,ESP,30,Alavés,es La Liga,False,66,5,46,705,1123,13,5,448,0,0,1,4,1838,0,4,9,11,4,766,12000000,2496,6.1,0,22,2,33,6,44,391,594,1951,91,0,6,107,12,16,10,3612,1737,2767,5.9,9.9
Suat Serdar,GER,22,Schalke 04,de Bundesliga,False,47,0,72,498,536,38,11,386,0,1,0,5,2150,0,3,3,7,20,774,20000000,1599,3,0,49,0,0,3,23,413,437,2296,33,0,1,131,64,84,46,4179,2355,1735,1,3
Thomas Lemar,FRA,23,Atlético Madrid,es La Liga,False,47,0,38,405,420,18,3,319,0,1,0,2,1310,0,0,1,0,5,486,24000000,925,0.5,0,23,0,4,1,10,196,353,1398,20,0,3,48,12,17,9,2607,1460,1759,0.4,0.5
Felipe Caicedo,ECU,30,Lazio,it Serie A,False,26,2,23,404,665,6,3,321,0,0,1,2,375,3,4,9,9,4,553,4800000,1406,5.2,0,15,0,0,5,36,235,454,415,42,0,0,64,27,31,24,1599,821,786,2.7,6
James Garner,ENG,18,Manchester Utd,eng Premier League,False,1,0,0,15,14,0,1,15,0,0,0,0,853,0,1,0,0,0,17,2700000,9,0,0,0,0,0,0,0,2,14,927,1,0,0,0,0,0,0,21,5,44,0,0
Youssouf Fofana,FRA,20,Strasbourg / Monaco,fr Ligue 1,False,74,2,39,800,798,31,26,687,0,1,0,2,1635,0,1,2,1,17,1022,11000000,1618,1.1,0,25,0,0,2,23,387,714,1733,28,0,1,131,41,58,29,4598,2816,3270,1.1,1.1
Marley Ake,FRA,18,Marseille,fr Ligue 1,False,2,0,4,29,46,0,0,25,0,0,0,1,35,0,0,1,0,2,41,1300000,99,0.2,0,3,0,0,1,3,15,28,38,4,0,0,4,4,6,2,246,133,68,0,0.2
Luis Suarez,URU,32,Barcelona,es La Liga,False,35,8,52,697,1146,13,6,529,0,1,2,13,2262,1,3,17,16,1,887,28000000,1998,13.2,0,26,0,0,13,51,191,777,2415,74,1,6,48,3,4,2,2529,1529,1146,3.7,13.9
Rodrygo,BRA,18,Real Madrid,es La Liga,False,45,0,48,511,687,17,5,430,0,0,0,1,2010,0,2,1,2,8,639,45000000,1019,2.6,0,26,0,1,1,27,182,541,2144,31,0,0,43,5,13,4,3573,2410,1718,1,2.6
Riyad Mahrez,ALG,28,Manchester City,eng Premier League,False,120,9,93,1188,1367,38,7,1009,1,3,5,20,1408,5,10,31,11,15,1401,48000000,1944,6.4,0,61,2,13,17,90,394,1154,1502,140,1,4,111,32,47,21,7916,4573,4416,8.8,7.2
Nils Petersen,GER,30,Freiburg,de Bundesliga,False,23,2,19,512,994,34,67,332,2,2,1,3,1850,0,2,7,11,12,805,6500000,2436,7.4,0,10,0,1,4,45,551,523,1963,55,0,2,139,26,38,16,1749,733,866,2.4,8.1
Renan Lodi,BRA,21,Atlético Madrid,es La Liga,False,70,2,30,1246,927,63,62,926,0,0,0,0,1346,0,2,2,1,22,1278,31500000,2396,0.9,0,15,0,0,2,28,363,818,1438,31,0,1,101,72,94,46,4883,2830,5561,1.6,0.9
Marlon Ritter,GER,24,Paderborn 07,de Bundesliga,False,20,1,4,203,179,15,4,135,0,0,0,1,1987,0,0,3,0,7,233,400000,435,0.3,0,2,0,4,2,11,71,153,2117,17,1,1,15,9,16,3,782,421,1104,1.4,0.3
Riza Durmisi,DEN,25,Nice,fr Ligue 1,False,5,0,3,100,86,3,4,81,0,0,0,0,687,0,0,0,0,1,94,2000000,160,0,0,2,0,0,0,0,15,77,751,0,0,0,5,1,2,1,431,225,264,0,0
Jorge de Frutos,ESP,22,Valladolid,es La Liga,False,1,0,1,17,21,1,1,15,0,0,0,0,822,0,0,0,0,0,28,2000000,59,0.1,0,0,0,0,0,1,17,16,893,1,0,0,2,2,2,0,81,45,56,0.1,0.1
Josh Martin,ENG,17,Norwich City,eng Premier League,False,0,0,1,16,20,1,0,12,0,0,0,0,1470,0,0,0,0,1,20,0,37,0.3,0,1,0,0,0,0,13,15,1566,0,0,0,2,0,1,0,123,21,29,0,0.3
Jan Vertonghen,BEL,32,Tottenham,eng Premier League,False,50,1,5,1112,833,30,116,930,0,0,0,0,2426,0,0,1,1,22,1227,14500000,1645,0.3,0,2,0,1,1,7,154,819,2598,8,0,0,51,31,53,21,4061,2044,5954,1,0.3
Bakaye Dibassy,MLI,29,Amiens,fr Ligue 1,False,46,0,12,902,697,54,98,732,0,0,0,1,631,0,1,0,2,34,1083,2000000,1868,0.8,0,11,0,1,0,5,199,667,686,8,0,0,64,35,69,19,3575,1881,4119,0.1,0.8
Hector Bellerin,ESP,24,Arsenal,eng Premier League,False,38,0,35,686,548,28,34,558,0,0,0,2,224,0,0,0,1,10,710,32000000,1158,0.5,0,21,0,0,0,11,183,500,241,14,0,1,46,23,33,16,2887,1810,2754,0.3,0.5
Mubarak Wakaso,GHA,29,Alavés,es La Liga,False,39,0,36,488,423,24,22,351,0,0,0,0,2459,0,0,0,0,13,646,2000000,1283,0.4,0,25,0,1,0,6,339,379,2634,8,0,1,89,51,64,28,2603,1160,2061,0.1,0.4
Kevin Malcuit,MAR,28,Napoli,it Serie A,False,9,0,9,174,140,8,1,142,0,0,0,1,1420,0,0,0,0,3,168,12000000,256,0,0,6,0,0,0,2,30,123,1514,3,0,0,6,8,11,5,709,393,588,0.2,0
Edgaras Dubickas,LTU,21,Lecce,it Serie A,False,0,0,0,2,3,0,0,1,0,0,0,0,679,0,0,0,0,0,2,75000,3,0,0,0,0,0,0,0,1,2,739,0,0,0,0,0,0,0,8,3,7,0,0
Aleksandar Kolarov,SRB,33,Roma,it Serie A,False,140,3,31,1836,1449,36,71,1446,0,1,0,2,1211,0,1,7,7,18,1785,6500000,2732,3.9,1,24,1,22,5,67,262,1346,1292,104,0,10,112,41,59,25,7640,4975,9514,4.9,6.9
Niko Giesselmann,GER,27,Düsseldorf,de Bundesliga,False,96,1,16,1135,810,42,75,858,0,0,0,0,878,0,2,2,1,17,1129,2800000,2057,0.6,0,9,0,10,2,23,322,737,951,36,0,1,83,50,67,23,4052,2117,7972,1.7,0.6
Aaron Connolly,IRL,19,Brighton,eng Premier League,False,10,1,16,163,535,8,1,126,0,3,1,3,501,2,9,5,3,5,334,4000000,1258,3.2,0,6,0,0,1,7,234,235,547,25,1,3,69,12,17,8,1713,947,242,0.3,3.2
Keylor Navas,CRC,32,Paris S-G,fr Ligue 1,False,0,0,0,544,285,0,0,468,0,0,0,0,1668,0,0,0,0,0,420,8000000,1890,0,0,0,0,0,0,1,2,283,1767,1,0,0,0,0,0,0,1080,572,6829,0,0
Corentin Jean,FRA,24,Toulouse,fr Ligue 1,False,0,0,1,9,8,0,1,5,0,0,0,0,1108,0,0,0,0,0,10,1600000,7,0,0,1,0,0,0,0,3,7,1190,0,0,0,0,0,0,0,73,53,22,0,0
Sebastian Rudy,GER,29,Hoffenheim,de Bundesliga,False,147,3,25,1533,1278,31,51,1220,1,2,0,1,2037,0,6,9,1,19,1671,5200000,2734,1.3,0,18,1,16,7,62,459,1169,2176,90,0,3,134,76,95,53,4954,2550,7251,4.7,1.3
Florian Neuhaus,GER,22,M'Gladbach,de Bundesliga,False,129,2,65,1275,1240,42,15,1052,0,2,1,7,1680,0,5,6,4,21,1499,17500000,2356,5.8,0,52,0,5,5,57,503,1092,1779,83,0,7,159,46,67,27,6759,3928,5637,3.1,6.1
Mama Balde,GNB,23,Dijon,fr Ligue 1,False,26,2,61,368,693,23,22,253,0,2,1,3,2078,0,8,9,6,5,652,3200000,1676,5,0,38,0,0,6,27,372,433,2219,46,2,6,84,36,41,23,3226,1926,921,2.8,5
Moussa Sylla,FRA,19,Monaco,fr Ligue 1,False,0,0,0,2,4,0,0,2,0,0,0,0,2275,0,0,0,0,0,3,2700000,10,0,0,0,0,0,0,0,2,2,2432,0,0,0,0,0,0,0,13,1,0,0,0
Koke,ESP,27,Atlético Madrid,es La Liga,False,116,5,29,1752,1555,51,31,1436,0,3,0,0,1210,0,4,8,4,22,1893,48000000,2698,2.3,0,19,0,26,8,58,484,1380,1291,94,0,3,137,79,101,54,4744,2085,6076,5.4,2.4
Abdoulaye Doucoure,FRA,26,Watford,eng Premier League,False,109,2,78,1658,1619,59,45,1302,0,4,0,10,665,0,3,6,4,22,2053,20000000,3156,5.3,0,51,0,0,4,59,947,1370,721,84,2,8,238,70,92,49,7284,3964,4818,2.6,5.3
Florian Chabrolle,FRA,21,Marseille,fr Ligue 1,False,2,0,1,16,21,0,0,14,0,0,0,0,439,0,0,0,0,0,19,250000,18,0,0,0,0,0,0,0,8,16,487,0,0,0,3,0,0,0,110,72,69,0,0
Dennis Geiger,GER,21,Hoffenheim,de Bundesliga,False,58,3,10,621,610,12,6,516,0,1,0,1,863,0,1,4,0,7,646,11000000,1136,1.2,0,8,2,18,2,19,215,495,937,41,0,1,60,15,22,10,2516,1146,2695,2,1.2
Leo Duarte,BRA,23,Milan,it Serie A,False,7,0,0,195,151,12,12,172,0,0,0,0,676,0,0,0,0,2,217,6000000,405,0.3,0,0,0,0,0,0,53,151,736,1,0,1,12,5,7,1,658,270,952,0,0.3
Axel Tuanzebe,ENG,21,Manchester Utd,eng Premier League,False,5,0,3,141,113,7,6,127,0,0,0,0,2374,0,1,0,0,2,154,8000000,189,0,0,0,0,0,0,1,30,109,2543,2,0,0,8,3,5,3,774,408,660,0,0
Alejandro Pozo,ESP,20,Mallorca / Sevilla,es La Liga,False,43,2,31,870,656,31,32,657,0,0,1,2,2578,0,2,3,1,18,873,4500000,1535,0.3,0,16,0,0,2,25,330,589,4035,29,0,0,96,41,59,33,3801,2339,4480,1.2,0.3
Abdoulaye Bamba,CIV,29,Angers,fr Ligue 1,False,13,0,4,279,190,9,14,207,0,0,0,0,171,0,0,0,0,2,263,2000000,554,0,0,4,0,0,0,3,62,177,182,3,0,0,14,13,15,6,799,384,1719,0.3,0
Santiago Ascacibar,ARG,22,Hertha BSC,de Bundesliga,False,19,1,10,308,214,22,19,260,0,0,0,0,116,0,0,1,0,8,383,8000000,634,0,0,7,0,0,1,4,203,200,128,4,0,0,65,32,40,22,1177,499,931,0.1,0
Billy Sharp,ENG,33,Sheffield Utd,eng Premier League,False,15,2,20,222,523,4,1,162,0,0,0,2,2155,0,4,3,3,1,328,1600000,1051,2.7,0,13,0,0,2,18,217,254,2301,26,1,2,55,9,10,5,1571,721,484,2.7,2.7
Martin Aguirregabiria,ESP,23,Alavés,es La Liga,False,60,1,26,1014,677,39,68,722,0,0,0,2,21,0,2,3,1,9,986,4800000,2099,0.9,0,16,0,1,3,18,248,608,22,23,0,0,60,50,59,22,3313,1909,6069,1,0.9
Ruben Duarte,ESP,23,Alavés,es La Liga,False,93,1,10,1310,791,62,128,933,0,1,0,0,678,2,5,6,0,19,1323,4800000,2663,1.3,0,5,1,3,2,24,348,730,738,37,1,4,104,69,88,38,3688,1863,8840,0.9,1.3
Tom Krauss,GER,18,RB Leipzig,de Bundesliga,False,0,0,0,5,4,1,0,5,0,0,0,0,1241,0,0,0,0,0,7,300000,4,0,0,0,0,0,0,0,4,4,1323,0,0,0,3,1,1,1,1,0,36,0,0
Todd Cantwell,ENG,21,Norwich City,eng Premier League,False,77,2,94,1106,1401,58,35,884,0,1,0,6,400,0,6,5,6,12,1479,20000000,2489,5.8,0,61,0,0,5,58,577,1111,443,74,0,3,150,49,61,29,6985,3728,3044,2.8,5.8
Harry Maguire,ENG,26,Manchester Utd,eng Premier League,False,98,1,13,2403,1959,45,246,2127,0,1,0,0,1406,0,0,0,1,55,2756,56000000,3420,2,0,10,0,1,0,28,240,1915,1500,31,0,1,90,44,99,27,14294,8411,11790,0.6,2
Federico Di Francesco,ITA,25,SPAL,it Serie A,False,27,0,28,346,488,13,3,264,0,2,0,4,614,1,6,2,2,4,439,4000000,1082,2.4,0,18,0,3,1,24,169,335,669,41,0,2,43,7,11,6,2643,1453,1068,1,2.4
Amadou Haidara,MLI,21,RB Leipzig,de Bundesliga,False,54,1,26,558,567,18,8,484,0,1,1,4,972,0,2,3,0,5,673,15500000,756,0.8,0,19,0,0,1,29,168,491,1050,37,1,1,52,32,37,21,2541,1435,2349,2.6,0.8
Opoku Ampomah,GHA,23,Düsseldorf,de Bundesliga,False,12,0,41,104,234,4,5,63,0,0,0,4,74,0,1,0,0,3,200,2000000,500,0.9,0,21,0,0,0,11,90,142,82,17,0,1,21,10,13,6,1284,866,337,0.3,0.9
Joshua King,NOR,27,Bournemouth,eng Premier League,False,39,4,122,498,983,27,11,362,0,1,2,11,1194,1,5,8,6,5,809,16000000,2011,4.3,0,67,0,0,4,37,496,601,1274,57,1,3,123,19,24,15,5799,3510,1269,3.8,6.6
Frederic Sammaritano,FRA,33,Dijon,fr Ligue 1,False,24,2,10,269,259,8,0,202,0,0,0,0,2080,0,1,3,1,3,287,325000,518,0.5,0,6,1,14,2,15,88,220,2221,32,0,2,24,12,15,7,1487,767,1068,1.7,0.5
Johann Berg Gudmundsson,ISL,28,Burnley,eng Premier League,False,10,1,8,192,216,10,8,132,1,1,0,1,253,0,1,3,1,4,240,8000000,621,1.1,0,6,0,2,2,17,105,159,273,23,0,1,19,7,11,3,1176,571,684,0.8,1.1
Zinedine Ould Khaled,FRA,19,Angers,fr Ligue 1,False,0,0,1,25,22,3,2,22,0,0,0,0,1758,0,0,0,0,3,38,150000,59,0,0,1,0,0,0,0,24,22,1863,0,0,0,5,1,4,1,161,65,49,0,0
Juan Miranda,ESP,19,Schalke 04,de Bundesliga,False,44,0,8,400,293,28,32,298,1,1,0,0,1576,0,2,1,0,4,424,4000000,781,0.1,0,3,0,2,0,14,155,261,1672,19,0,0,45,15,19,7,1254,714,2849,0.8,0.1
Lorenzo Andrenacci,ITA,24,Brescia,it Serie A,False,0,0,0,163,26,0,0,128,0,0,0,0,82,0,0,0,0,0,101,100000,531,0,0,0,0,0,0,0,4,26,90,0,0,0,2,0,0,0,205,131,2624,0,0
Jean Victor Makengo,FRA,21,Toulouse,fr Ligue 1,False,42,0,31,447,530,10,6,373,0,0,0,2,1417,0,1,0,2,3,564,3600000,988,0.7,0,20,0,0,0,19,211,457,1511,22,0,0,62,16,19,10,3334,1946,1495,1.2,0.7
Fede Vico,ESP,25,Granada,es La Liga,False,24,1,20,344,379,12,1,243,0,0,0,0,2431,0,3,2,2,4,394,1200000,876,0.7,0,11,0,7,2,15,172,309,2603,26,0,1,42,4,8,1,2035,1013,1198,1.6,1.5
Victor Sanchez,ESP,31,Espanyol,es La Liga,False,65,1,16,960,768,31,32,739,0,3,1,1,2091,0,0,2,0,20,1089,2400000,1688,0.3,0,13,0,13,1,26,482,704,2234,44,0,1,130,63,83,35,3659,1467,4134,1.3,0.3
Maximilian Eggestein,GER,22,Werder Bremen,de Bundesliga,False,172,3,44,1483,1418,58,54,1151,1,2,0,5,701,0,2,7,1,25,1757,13000000,2855,2.5,0,21,0,0,5,53,560,1207,762,69,1,7,151,51,76,32,6169,3399,6443,1.7,2.5
Rachid Ghezzal,ALG,27,Fiorentina,it Serie A,False,39,0,32,495,517,11,9,406,0,0,0,2,871,0,3,0,1,8,587,5500000,828,0.6,0,16,0,2,0,28,207,458,944,35,0,0,53,24,32,17,2784,1360,1867,1.6,0.6
Benjamin Andre,FRA,28,Lille,fr Ligue 1,False,81,1,27,1239,1007,45,47,981,1,4,0,3,81,0,1,5,2,45,1499,8000000,2054,1,0,25,0,0,4,34,593,927,89,43,0,1,190,83,128,63,5145,2235,4174,1.1,1
Andres Guardado,MEX,32,Betis,es La Liga,False,73,3,23,1041,939,31,22,876,2,4,1,3,941,0,1,7,0,18,1194,3200000,2046,1,0,18,0,4,4,46,367,868,1019,59,0,1,86,31,49,18,4780,2165,3767,2.3,1
Alan Empereur,BRA,25,Hellas Verona,it Serie A,False,23,0,3,467,353,23,44,396,0,0,0,0,715,0,0,0,0,15,548,400000,855,0,0,3,0,0,0,4,100,344,776,4,0,0,38,20,35,13,1409,686,3142,0,0
German Valera,ESP,17,Atlético Madrid,es La Liga,False,0,0,0,2,2,0,0,1,0,0,0,0,2393,0,0,0,0,0,3,1800000,4,0,0,0,0,0,0,1,2,1,2563,1,0,0,2,0,0,0,8,1,0,0.1,0
Marcos Rojo,ARG,29,Manchester Utd,eng Premier League,False,5,0,1,55,41,1,9,37,0,0,0,0,2015,0,0,0,0,1,60,8000000,122,0.1,0,0,0,0,0,0,16,40,2149,0,0,0,4,2,3,1,201,87,323,0,0.1
Arturo Vidal,CHI,32,Barcelona,es La Liga,False,59,2,17,1252,1341,33,13,1115,0,0,0,2,2433,2,2,8,8,10,1439,11000000,1671,4.3,0,9,0,2,6,41,495,1180,2605,49,0,2,152,61,71,38,3382,1709,3709,3,4.3
Reece Oxford,ENG,20,Augsburg,de Bundesliga,False,5,0,0,93,69,6,16,61,0,1,0,0,1760,0,0,0,0,4,133,2300000,375,0.1,0,0,0,0,0,2,60,63,1865,3,0,0,17,8,12,7,274,105,392,0,0.1
Willi Orban,HUN,26,RB Leipzig,de Bundesliga,False,44,0,4,570,464,17,77,509,0,2,0,0,1744,0,0,0,1,9,687,16000000,856,0.6,0,4,0,0,0,10,98,442,1847,13,0,1,40,22,31,16,2232,1289,4152,0.1,0.6
Alexandre Lacazette,FRA,28,Arsenal,eng Premier League,False,30,4,46,499,906,13,14,387,2,2,3,5,1262,1,8,15,10,10,742,48000000,1874,8.5,0,27,0,0,5,36,464,555,1345,60,4,9,114,23,33,19,2668,1260,1064,3.1,8.5
Marius Wolf,GER,24,Hertha BSC,de Bundesliga,False,78,3,56,674,708,33,17,465,0,0,0,3,2500,1,2,5,1,10,782,6500000,1410,1,0,32,0,0,3,26,320,562,2676,33,1,2,76,19,29,13,3672,2301,3702,1.7,1
Ben Foster,ENG,36,Watford,eng Premier League,False,0,0,3,1201,397,1,1,533,0,0,0,0,804,0,0,1,0,0,845,1200000,3420,0.1,0,3,0,3,1,2,9,396,874,5,0,0,0,0,0,0,3608,2216,20202,0,0.1
